,REF_DATE,GEO,Gender,Indicators,UOM,VALUE
7824,2022-01,Quebec,Women,Fair or poor perceived mental health,Percent,13.4
7825,2022-01,Quebec,Women,Fair or poor perceived mental health,Percent,11.0
7826,2022-01,Quebec,Women,Fair or poor perceived mental health,Percent,16.1
7827,2022-01,Quebec,Women,Fair or poor perceived mental health,Number,479.0
7828,2022-01,Quebec,Women,Fair or poor perceived mental health,Number,386.0
7829,2022-01,Quebec,Women,Fair or poor perceived mental health,Number,571.0
7830,2022-01,Ontario,"Total, all persons",Excellent or very good perceived mental health,Percent,44.9
7831,2022-01,Ontario,"Total, all persons",Excellent or very good perceived mental health,Percent,42.6
7832,2022-01,Ontario,"Total, all persons",Excellent or very good perceived mental health,Percent,47.2
7833,2022-01,Ontario,"Total, all persons",Excellent or very good perceived mental health,Number,5605.0
7834,2022-01,Ontario,"Total, all persons",Excellent or very good perceived mental health,Number,5318.0
7835,2022-01,Ontario,"Total, all persons",Excellent or very good perceived mental health,Number,5892.0
7836,2022-01,Ontario,"Total, all persons",Good perceived mental health,Percent,33.6
7837,2022-01,Ontario,"Total, all persons",Good perceived mental health,Percent,31.4
7838,2022-01,Ontario,"Total, all persons",Good perceived mental health,Percent,35.9
7839,2022-01,Ontario,"Total, all persons",Good perceived mental health,Number,4192.0
7840,2022-01,Ontario,"Total, all persons",Good perceived mental health,Number,3909.0
7841,2022-01,Ontario,"Total, all persons",Good perceived mental health,Number,4475.0
7842,2022-01,Ontario,"Total, all persons",Fair or poor perceived mental health,Percent,21.5
7843,2022-01,Ontario,"Total, all persons",Fair or poor perceived mental health,Percent,19.6
7844,2022-01,Ontario,"Total, all persons",Fair or poor perceived mental health,Percent,23.5
7845,2022-01,Ontario,"Total, all persons",Fair or poor perceived mental health,Number,2682.0
7846,2022-01,Ontario,"Total, all persons",Fair or poor perceived mental health,Number,2438.0
7847,2022-01,Ontario,"Total, all persons",Fair or poor perceived mental health,Number,2926.0
7848,2022-01,Ontario,Men,Excellent or very good perceived mental health,Percent,51.2
7849,2022-01,Ontario,Men,Excellent or very good perceived mental health,Percent,47.7
7850,2022-01,Ontario,Men,Excellent or very good perceived mental health,Percent,54.8
7851,2022-01,Ontario,Men,Excellent or very good perceived mental health,Number,3152.0
7852,2022-01,Ontario,Men,Excellent or very good perceived mental health,Number,2935.0
7853,2022-01,Ontario,Men,Excellent or very good perceived mental health,Number,3368.0
7854,2022-01,Ontario,Men,Good perceived mental health,Percent,30.9
7855,2022-01,Ontario,Men,Good perceived mental health,Percent,27.6
7856,2022-01,Ontario,Men,Good perceived mental health,Percent,34.3
7857,2022-01,Ontario,Men,Good perceived mental health,Number,1898.0
7858,2022-01,Ontario,Men,Good perceived mental health,Number,1691.0
7859,2022-01,Ontario,Men,Good perceived mental health,Number,2105.0
7860,2022-01,Ontario,Men,Fair or poor perceived mental health,Percent,17.9
7861,2022-01,Ontario,Men,Fair or poor perceived mental health,Percent,15.4
7862,2022-01,Ontario,Men,Fair or poor perceived mental health,Percent,20.8
7863,2022-01,Ontario,Men,Fair or poor perceived mental health,Number,1102.0
7864,2022-01,Ontario,Men,Fair or poor perceived mental health,Number,934.0
7865,2022-01,Ontario,Men,Fair or poor perceived mental health,Number,1270.0
7866,2022-01,Ontario,Women,Excellent or very good perceived mental health,Percent,38.8
7867,2022-01,Ontario,Women,Excellent or very good perceived mental health,Percent,35.8
7868,2022-01,Ontario,Women,Excellent or very good perceived mental health,Percent,41.9
7869,2022-01,Ontario,Women,Excellent or very good perceived mental health,Number,2453.0
7870,2022-01,Ontario,Women,Excellent or very good perceived mental health,Number,2259.0
7871,2022-01,Ontario,Women,Excellent or very good perceived mental health,Number,2648.0
7872,2022-01,Ontario,Women,Good perceived mental health,Percent,36.3
7873,2022-01,Ontario,Women,Good perceived mental health,Percent,33.3
7874,2022-01,Ontario,Women,Good perceived mental health,Percent,39.3
7875,2022-01,Ontario,Women,Good perceived mental health,Number,2294.0
7876,2022-01,Ontario,Women,Good perceived mental health,Number,2104.0
7877,2022-01,Ontario,Women,Good perceived mental health,Number,2483.0
7878,2022-01,Ontario,Women,Fair or poor perceived mental health,Percent,25.0
7879,2022-01,Ontario,Women,Fair or poor perceived mental health,Percent,22.2
7880,2022-01,Ontario,Women,Fair or poor perceived mental health,Percent,28.0
7881,2022-01,Ontario,Women,Fair or poor perceived mental health,Number,1581.0
7882,2022-01,Ontario,Women,Fair or poor perceived mental health,Number,1398.0
7883,2022-01,Ontario,Women,Fair or poor perceived mental health,Number,1763.0
7884,2022-01,Manitoba,"Total, all persons",Excellent or very good perceived mental health,Percent,48.8
7885,2022-01,Manitoba,"Total, all persons",Excellent or very good perceived mental health,Percent,43.7
7886,2022-01,Manitoba,"Total, all persons",Excellent or very good perceived mental health,Percent,53.9
7887,2022-01,Manitoba,"Total, all persons",Excellent or very good perceived mental health,Number,517.0
7888,2022-01,Manitoba,"Total, all persons",Excellent or very good perceived mental health,Number,463.0
7889,2022-01,Manitoba,"Total, all persons",Excellent or very good perceived mental health,Number,571.0
7890,2022-01,Manitoba,"Total, all persons",Good perceived mental health,Percent,32.2
7891,2022-01,Manitoba,"Total, all persons",Good perceived mental health,Percent,27.5
7892,2022-01,Manitoba,"Total, all persons",Good perceived mental health,Percent,37.1
7893,2022-01,Manitoba,"Total, all persons",Good perceived mental health,Number,341.0
7894,2022-01,Manitoba,"Total, all persons",Good perceived mental health,Number,290.0
7895,2022-01,Manitoba,"Total, all persons",Good perceived mental health,Number,392.0
7896,2022-01,Manitoba,"Total, all persons",Fair or poor perceived mental health,Percent,19.1
7897,2022-01,Manitoba,"Total, all persons",Fair or poor perceived mental health,Percent,15.4
7898,2022-01,Manitoba,"Total, all persons",Fair or poor perceived mental health,Percent,23.4
7899,2022-01,Manitoba,"Total, all persons",Fair or poor perceived mental health,Number,202.0
7900,2022-01,Manitoba,"Total, all persons",Fair or poor perceived mental health,Number,160.0
7901,2022-01,Manitoba,"Total, all persons",Fair or poor perceived mental health,Number,244.0
7902,2022-01,Manitoba,Men,Excellent or very good perceived mental health,Percent,49.2
7903,2022-01,Manitoba,Men,Excellent or very good perceived mental health,Percent,41.4
7904,2022-01,Manitoba,Men,Excellent or very good perceived mental health,Percent,57.1
7905,2022-01,Manitoba,Men,Excellent or very good perceived mental health,Number,259.0
7906,2022-01,Manitoba,Men,Excellent or very good perceived mental health,Number,218.0
7907,2022-01,Manitoba,Men,Excellent or very good perceived mental health,Number,301.0
7908,2022-01,Manitoba,Men,Good perceived mental health,Percent,32.9
7909,2022-01,Manitoba,Men,Good perceived mental health,Percent,25.8
7910,2022-01,Manitoba,Men,Good perceived mental health,Percent,40.8
7911,2022-01,Manitoba,Men,Good perceived mental health,Number,173.0
7912,2022-01,Manitoba,Men,Good perceived mental health,Number,134.0
7913,2022-01,Manitoba,Men,Good perceived mental health,Number,213.0
7914,2022-01,Manitoba,Men,Fair or poor perceived mental health,Percent,17.9
7915,2022-01,Manitoba,Men,Fair or poor perceived mental health,Percent,12.8
7916,2022-01,Manitoba,Men,Fair or poor perceived mental health,Percent,24.5
7917,2022-01,Manitoba,Men,Fair or poor perceived mental health,Number,
7918,2022-01,Manitoba,Men,Fair or poor perceived mental health,Number,
7919,2022-01,Manitoba,Men,Fair or poor perceived mental health,Number,
7920,2022-01,Manitoba,Women,Excellent or very good perceived mental health,Percent,48.3
7921,2022-01,Manitoba,Women,Excellent or very good perceived mental health,Percent,42.0
7922,2022-01,Manitoba,Women,Excellent or very good perceived mental health,Percent,54.8
7923,2022-01,Manitoba,Women,Excellent or very good perceived mental health,Number,257.0
7924,2022-01,Manitoba,Women,Excellent or very good perceived mental health,Number,223.0
7925,2022-01,Manitoba,Women,Excellent or very good perceived mental health,Number,292.0
7926,2022-01,Manitoba,Women,Good perceived mental health,Percent,31.4
7927,2022-01,Manitoba,Women,Good perceived mental health,Percent,25.8
7928,2022-01,Manitoba,Women,Good perceived mental health,Percent,37.7
7929,2022-01,Manitoba,Women,Good perceived mental health,Number,167.0
7930,2022-01,Manitoba,Women,Good perceived mental health,Number,136.0
7931,2022-01,Manitoba,Women,Good perceived mental health,Number,199.0
7932,2022-01,Manitoba,Women,Fair or poor perceived mental health,Percent,20.2
7933,2022-01,Manitoba,Women,Fair or poor perceived mental health,Percent,15.4
7934,2022-01,Manitoba,Women,Fair or poor perceived mental health,Percent,26.1
7935,2022-01,Manitoba,Women,Fair or poor perceived mental health,Number,108.0
7936,2022-01,Manitoba,Women,Fair or poor perceived mental health,Number,79.0
7937,2022-01,Manitoba,Women,Fair or poor perceived mental health,Number,136.0
7938,2022-01,Saskatchewan,"Total, all persons",Excellent or very good perceived mental health,Percent,46.9
7939,2022-01,Saskatchewan,"Total, all persons",Excellent or very good perceived mental health,Percent,42.2
7940,2022-01,Saskatchewan,"Total, all persons",Excellent or very good perceived mental health,Percent,51.8
7941,2022-01,Saskatchewan,"Total, all persons",Excellent or very good perceived mental health,Number,419.0
7942,2022-01,Saskatchewan,"Total, all persons",Excellent or very good perceived mental health,Number,376.0
7943,2022-01,Saskatchewan,"Total, all persons",Excellent or very good perceived mental health,Number,462.0
7944,2022-01,Saskatchewan,"Total, all persons",Good perceived mental health,Percent,34.1
7945,2022-01,Saskatchewan,"Total, all persons",Good perceived mental health,Percent,29.6
7946,2022-01,Saskatchewan,"Total, all persons",Good perceived mental health,Percent,38.9
7947,2022-01,Saskatchewan,"Total, all persons",Good perceived mental health,Number,305.0
7948,2022-01,Saskatchewan,"Total, all persons",Good perceived mental health,Number,263.0
7949,2022-01,Saskatchewan,"Total, all persons",Good perceived mental health,Number,346.0
7950,2022-01,Saskatchewan,"Total, all persons",Fair or poor perceived mental health,Percent,18.9
7951,2022-01,Saskatchewan,"Total, all persons",Fair or poor perceived mental health,Percent,14.9
7952,2022-01,Saskatchewan,"Total, all persons",Fair or poor perceived mental health,Percent,23.8
7953,2022-01,Saskatchewan,"Total, all persons",Fair or poor perceived mental health,Number,169.0
7954,2022-01,Saskatchewan,"Total, all persons",Fair or poor perceived mental health,Number,129.0
7955,2022-01,Saskatchewan,"Total, all persons",Fair or poor perceived mental health,Number,209.0
7956,2022-01,Saskatchewan,Men,Excellent or very good perceived mental health,Percent,57.1
7957,2022-01,Saskatchewan,Men,Excellent or very good perceived mental health,Percent,49.9
7958,2022-01,Saskatchewan,Men,Excellent or very good perceived mental health,Percent,64.0
7959,2022-01,Saskatchewan,Men,Excellent or very good perceived mental health,Number,249.0
7960,2022-01,Saskatchewan,Men,Excellent or very good perceived mental health,Number,217.0
7961,2022-01,Saskatchewan,Men,Excellent or very good perceived mental health,Number,281.0
7962,2022-01,Saskatchewan,Men,Good perceived mental health,Percent,28.6
7963,2022-01,Saskatchewan,Men,Good perceived mental health,Percent,22.7
7964,2022-01,Saskatchewan,Men,Good perceived mental health,Percent,35.3
7965,2022-01,Saskatchewan,Men,Good perceived mental health,Number,125.0
7966,2022-01,Saskatchewan,Men,Good perceived mental health,Number,96.0
7967,2022-01,Saskatchewan,Men,Good perceived mental health,Number,153.0
7968,2022-01,Saskatchewan,Men,Fair or poor perceived mental health,Percent,14.3
7969,2022-01,Saskatchewan,Men,Fair or poor perceived mental health,Percent,9.5
7970,2022-01,Saskatchewan,Men,Fair or poor perceived mental health,Percent,21.0
7971,2022-01,Saskatchewan,Men,Fair or poor perceived mental health,Number,
7972,2022-01,Saskatchewan,Men,Fair or poor perceived mental health,Number,
7973,2022-01,Saskatchewan,Men,Fair or poor perceived mental health,Number,
7974,2022-01,Saskatchewan,Women,Excellent or very good perceived mental health,Percent,37.3
7975,2022-01,Saskatchewan,Women,Excellent or very good perceived mental health,Percent,31.0
7976,2022-01,Saskatchewan,Women,Excellent or very good perceived mental health,Percent,44.0
7977,2022-01,Saskatchewan,Women,Excellent or very good perceived mental health,Number,170.0
7978,2022-01,Saskatchewan,Women,Excellent or very good perceived mental health,Number,142.0
7979,2022-01,Saskatchewan,Women,Excellent or very good perceived mental health,Number,199.0
7980,2022-01,Saskatchewan,Women,Good perceived mental health,Percent,39.4
7981,2022-01,Saskatchewan,Women,Good perceived mental health,Percent,32.7
7982,2022-01,Saskatchewan,Women,Good perceived mental health,Percent,46.4
7983,2022-01,Saskatchewan,Women,Good perceived mental health,Number,180.0
7984,2022-01,Saskatchewan,Women,Good perceived mental health,Number,150.0
7985,2022-01,Saskatchewan,Women,Good perceived mental health,Number,210.0
7986,2022-01,Saskatchewan,Women,Fair or poor perceived mental health,Percent,23.3
7987,2022-01,Saskatchewan,Women,Fair or poor perceived mental health,Percent,17.2
7988,2022-01,Saskatchewan,Women,Fair or poor perceived mental health,Percent,30.8
7989,2022-01,Saskatchewan,Women,Fair or poor perceived mental health,Number,107.0
7990,2022-01,Saskatchewan,Women,Fair or poor perceived mental health,Number,73.0
7991,2022-01,Saskatchewan,Women,Fair or poor perceived mental health,Number,140.0
7992,2022-01,Alberta,"Total, all persons",Excellent or very good perceived mental health,Percent,46.3
7993,2022-01,Alberta,"Total, all persons",Excellent or very good perceived mental health,Percent,42.4
7994,2022-01,Alberta,"Total, all persons",Excellent or very good perceived mental health,Percent,50.2
7995,2022-01,Alberta,"Total, all persons",Excellent or very good perceived mental health,Number,1657.0
7996,2022-01,Alberta,"Total, all persons",Excellent or very good perceived mental health,Number,1517.0
7997,2022-01,Alberta,"Total, all persons",Excellent or very good perceived mental health,Number,1797.0
7998,2022-01,Alberta,"Total, all persons",Good perceived mental health,Percent,32.3
7999,2022-01,Alberta,"Total, all persons",Good perceived mental health,Percent,28.6
8000,2022-01,Alberta,"Total, all persons",Good perceived mental health,Percent,36.2
8001,2022-01,Alberta,"Total, all persons",Good perceived mental health,Number,1155.0
8002,2022-01,Alberta,"Total, all persons",Good perceived mental health,Number,1019.0
8003,2022-01,Alberta,"Total, all persons",Good perceived mental health,Number,1291.0
8004,2022-01,Alberta,"Total, all persons",Fair or poor perceived mental health,Percent,21.4
8005,2022-01,Alberta,"Total, all persons",Fair or poor perceived mental health,Percent,18.2
8006,2022-01,Alberta,"Total, all persons",Fair or poor perceived mental health,Percent,25.0
8007,2022-01,Alberta,"Total, all persons",Fair or poor perceived mental health,Number,767.0
8008,2022-01,Alberta,"Total, all persons",Fair or poor perceived mental health,Number,645.0
8009,2022-01,Alberta,"Total, all persons",Fair or poor perceived mental health,Number,889.0
8010,2022-01,Alberta,Men,Excellent or very good perceived mental health,Percent,50.7
8011,2022-01,Alberta,Men,Excellent or very good perceived mental health,Percent,44.9
8012,2022-01,Alberta,Men,Excellent or very good perceived mental health,Percent,56.5
8013,2022-01,Alberta,Men,Excellent or very good perceived mental health,Number,908.0
8014,2022-01,Alberta,Men,Excellent or very good perceived mental health,Number,804.0
8015,2022-01,Alberta,Men,Excellent or very good perceived mental health,Number,1013.0
8016,2022-01,Alberta,Men,Good perceived mental health,Percent,30.2
8017,2022-01,Alberta,Men,Good perceived mental health,Percent,25.1
8018,2022-01,Alberta,Men,Good perceived mental health,Percent,35.9
8019,2022-01,Alberta,Men,Good perceived mental health,Number,541.0
8020,2022-01,Alberta,Men,Good perceived mental health,Number,444.0
8021,2022-01,Alberta,Men,Good perceived mental health,Number,638.0
8022,2022-01,Alberta,Men,Fair or poor perceived mental health,Percent,19.1
8023,2022-01,Alberta,Men,Fair or poor perceived mental health,Percent,14.9
8024,2022-01,Alberta,Men,Fair or poor perceived mental health,Percent,24.2
8025,2022-01,Alberta,Men,Fair or poor perceived mental health,Number,342.0
8026,2022-01,Alberta,Men,Fair or poor perceived mental health,Number,258.0
8027,2022-01,Alberta,Men,Fair or poor perceived mental health,Number,426.0
8028,2022-01,Alberta,Women,Excellent or very good perceived mental health,Percent,41.9
8029,2022-01,Alberta,Women,Excellent or very good perceived mental health,Percent,36.8
8030,2022-01,Alberta,Women,Excellent or very good perceived mental health,Percent,47.1
8031,2022-01,Alberta,Women,Excellent or very good perceived mental health,Number,749.0
8032,2022-01,Alberta,Women,Excellent or very good perceived mental health,Number,657.0
8033,2022-01,Alberta,Women,Excellent or very good perceived mental health,Number,841.0
8034,2022-01,Alberta,Women,Good perceived mental health,Percent,34.3
8035,2022-01,Alberta,Women,Good perceived mental health,Percent,29.2
8036,2022-01,Alberta,Women,Good perceived mental health,Percent,39.9
8037,2022-01,Alberta,Women,Good perceived mental health,Number,614.0
8038,2022-01,Alberta,Women,Good perceived mental health,Number,518.0
8039,2022-01,Alberta,Women,Good perceived mental health,Number,710.0
8040,2022-01,Alberta,Women,Fair or poor perceived mental health,Percent,23.8
8041,2022-01,Alberta,Women,Fair or poor perceived mental health,Percent,19.2
8042,2022-01,Alberta,Women,Fair or poor perceived mental health,Percent,29.1
8043,2022-01,Alberta,Women,Fair or poor perceived mental health,Number,425.0
8044,2022-01,Alberta,Women,Fair or poor perceived mental health,Number,336.0
8045,2022-01,Alberta,Women,Fair or poor perceived mental health,Number,514.0
8046,2022-01,British Columbia,"Total, all persons",Excellent or very good perceived mental health,Percent,42.8
8047,2022-01,British Columbia,"Total, all persons",Excellent or very good perceived mental health,Percent,39.2
8048,2022-01,British Columbia,"Total, all persons",Excellent or very good perceived mental health,Percent,46.4
8049,2022-01,British Columbia,"Total, all persons",Excellent or very good perceived mental health,Number,1885.0
8050,2022-01,British Columbia,"Total, all persons",Excellent or very good perceived mental health,Number,1726.0
8051,2022-01,British Columbia,"Total, all persons",Excellent or very good perceived mental health,Number,2045.0
8052,2022-01,British Columbia,"Total, all persons",Good perceived mental health,Percent,34.2
8053,2022-01,British Columbia,"Total, all persons",Good perceived mental health,Percent,30.8
8054,2022-01,British Columbia,"Total, all persons",Good perceived mental health,Percent,37.8
8055,2022-01,British Columbia,"Total, all persons",Good perceived mental health,Number,1508.0
8056,2022-01,British Columbia,"Total, all persons",Good perceived mental health,Number,1352.0
8057,2022-01,British Columbia,"Total, all persons",Good perceived mental health,Number,1663.0
8058,2022-01,British Columbia,"Total, all persons",Fair or poor perceived mental health,Percent,23.0
8059,2022-01,British Columbia,"Total, all persons",Fair or poor perceived mental health,Percent,20.1
8060,2022-01,British Columbia,"Total, all persons",Fair or poor perceived mental health,Percent,26.3
8061,2022-01,British Columbia,"Total, all persons",Fair or poor perceived mental health,Number,1016.0
8062,2022-01,British Columbia,"Total, all persons",Fair or poor perceived mental health,Number,879.0
8063,2022-01,British Columbia,"Total, all persons",Fair or poor perceived mental health,Number,1153.0
8064,2022-01,British Columbia,Men,Excellent or very good perceived mental health,Percent,46.5
8065,2022-01,British Columbia,Men,Excellent or very good perceived mental health,Percent,40.8
8066,2022-01,British Columbia,Men,Excellent or very good perceived mental health,Percent,52.3
8067,2022-01,British Columbia,Men,Excellent or very good perceived mental health,Number,1003.0
8068,2022-01,British Columbia,Men,Excellent or very good perceived mental health,Number,877.0
8069,2022-01,British Columbia,Men,Excellent or very good perceived mental health,Number,1128.0
8070,2022-01,British Columbia,Men,Good perceived mental health,Percent,34.0
8071,2022-01,British Columbia,Men,Good perceived mental health,Percent,28.6
8072,2022-01,British Columbia,Men,Good perceived mental health,Percent,39.9
8073,2022-01,British Columbia,Men,Good perceived mental health,Number,734.0
8074,2022-01,British Columbia,Men,Good perceived mental health,Number,613.0
8075,2022-01,British Columbia,Men,Good perceived mental health,Number,856.0
8076,2022-01,British Columbia,Men,Fair or poor perceived mental health,Percent,19.5
8077,2022-01,British Columbia,Men,Fair or poor perceived mental health,Percent,15.3
8078,2022-01,British Columbia,Men,Fair or poor perceived mental health,Percent,24.4
8079,2022-01,British Columbia,Men,Fair or poor perceived mental health,Number,420.0
8080,2022-01,British Columbia,Men,Fair or poor perceived mental health,Number,320.0
8081,2022-01,British Columbia,Men,Fair or poor perceived mental health,Number,519.0
8082,2022-01,British Columbia,Women,Excellent or very good perceived mental health,Percent,39.2
8083,2022-01,British Columbia,Women,Excellent or very good perceived mental health,Percent,34.7
8084,2022-01,British Columbia,Women,Excellent or very good perceived mental health,Percent,43.8
8085,2022-01,British Columbia,Women,Excellent or very good perceived mental health,Number,882.0
8086,2022-01,British Columbia,Women,Excellent or very good perceived mental health,Number,779.0
8087,2022-01,British Columbia,Women,Excellent or very good perceived mental health,Number,986.0
8088,2022-01,British Columbia,Women,Good perceived mental health,Percent,34.3
8089,2022-01,British Columbia,Women,Good perceived mental health,Percent,30.1
8090,2022-01,British Columbia,Women,Good perceived mental health,Percent,38.8
8091,2022-01,British Columbia,Women,Good perceived mental health,Number,773.0
8092,2022-01,British Columbia,Women,Good perceived mental health,Number,675.0
8093,2022-01,British Columbia,Women,Good perceived mental health,Number,872.0
8094,2022-01,British Columbia,Women,Fair or poor perceived mental health,Percent,26.5
8095,2022-01,British Columbia,Women,Fair or poor perceived mental health,Percent,22.5
8096,2022-01,British Columbia,Women,Fair or poor perceived mental health,Percent,30.8
8097,2022-01,British Columbia,Women,Fair or poor perceived mental health,Number,597.0
8098,2022-01,British Columbia,Women,Fair or poor perceived mental health,Number,503.0
8099,2022-01,British Columbia,Women,Fair or poor perceived mental health,Number,691.0
8100,2022-04,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived mental health,Percent,52.0
8101,2022-04,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived mental health,Percent,46.7
8102,2022-04,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived mental health,Percent,57.4
8103,2022-04,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived mental health,Number,233.0
8104,2022-04,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived mental health,Number,209.0
8105,2022-04,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived mental health,Number,257.0
8106,2022-04,Newfoundland and Labrador,"Total, all persons",Good perceived mental health,Percent,29.0
8107,2022-04,Newfoundland and Labrador,"Total, all persons",Good perceived mental health,Percent,24.3
8108,2022-04,Newfoundland and Labrador,"Total, all persons",Good perceived mental health,Percent,34.1
8109,2022-04,Newfoundland and Labrador,"Total, all persons",Good perceived mental health,Number,130.0
8110,2022-04,Newfoundland and Labrador,"Total, all persons",Good perceived mental health,Number,108.0
8111,2022-04,Newfoundland and Labrador,"Total, all persons",Good perceived mental health,Number,152.0
8112,2022-04,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived mental health,Percent,19.0
8113,2022-04,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived mental health,Percent,15.1
8114,2022-04,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived mental health,Percent,23.5
8115,2022-04,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived mental health,Number,85.0
8116,2022-04,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived mental health,Number,66.0
8117,2022-04,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived mental health,Number,104.0
8118,2022-04,Newfoundland and Labrador,Men,Excellent or very good perceived mental health,Percent,52.1
8119,2022-04,Newfoundland and Labrador,Men,Excellent or very good perceived mental health,Percent,44.1
8120,2022-04,Newfoundland and Labrador,Men,Excellent or very good perceived mental health,Percent,60.0
8121,2022-04,Newfoundland and Labrador,Men,Excellent or very good perceived mental health,Number,115.0
8122,2022-04,Newfoundland and Labrador,Men,Excellent or very good perceived mental health,Number,97.0
8123,2022-04,Newfoundland and Labrador,Men,Excellent or very good perceived mental health,Number,132.0
8124,2022-04,Newfoundland and Labrador,Men,Good perceived mental health,Percent,29.9
8125,2022-04,Newfoundland and Labrador,Men,Good perceived mental health,Percent,22.8
8126,2022-04,Newfoundland and Labrador,Men,Good perceived mental health,Percent,38.1
8127,2022-04,Newfoundland and Labrador,Men,Good perceived mental health,Number,
8128,2022-04,Newfoundland and Labrador,Men,Good perceived mental health,Number,
8129,2022-04,Newfoundland and Labrador,Men,Good perceived mental health,Number,
8130,2022-04,Newfoundland and Labrador,Men,Fair or poor perceived mental health,Percent,18.0
8131,2022-04,Newfoundland and Labrador,Men,Fair or poor perceived mental health,Percent,12.8
8132,2022-04,Newfoundland and Labrador,Men,Fair or poor perceived mental health,Percent,24.9
8133,2022-04,Newfoundland and Labrador,Men,Fair or poor perceived mental health,Number,
8134,2022-04,Newfoundland and Labrador,Men,Fair or poor perceived mental health,Number,
8135,2022-04,Newfoundland and Labrador,Men,Fair or poor perceived mental health,Number,
8136,2022-04,Newfoundland and Labrador,Women,Excellent or very good perceived mental health,Percent,52.0
8137,2022-04,Newfoundland and Labrador,Women,Excellent or very good perceived mental health,Percent,44.9
8138,2022-04,Newfoundland and Labrador,Women,Excellent or very good perceived mental health,Percent,59.0
8139,2022-04,Newfoundland and Labrador,Women,Excellent or very good perceived mental health,Number,119.0
8140,2022-04,Newfoundland and Labrador,Women,Excellent or very good perceived mental health,Number,103.0
8141,2022-04,Newfoundland and Labrador,Women,Excellent or very good perceived mental health,Number,135.0
8142,2022-04,Newfoundland and Labrador,Women,Good perceived mental health,Percent,28.1
8143,2022-04,Newfoundland and Labrador,Women,Good perceived mental health,Percent,22.6
8144,2022-04,Newfoundland and Labrador,Women,Good perceived mental health,Percent,34.4
8145,2022-04,Newfoundland and Labrador,Women,Good perceived mental health,Number,64.0
8146,2022-04,Newfoundland and Labrador,Women,Good perceived mental health,Number,51.0
8147,2022-04,Newfoundland and Labrador,Women,Good perceived mental health,Number,78.0
8148,2022-04,Newfoundland and Labrador,Women,Fair or poor perceived mental health,Percent,19.9
8149,2022-04,Newfoundland and Labrador,Women,Fair or poor perceived mental health,Percent,14.8
8150,2022-04,Newfoundland and Labrador,Women,Fair or poor perceived mental health,Percent,26.2
8151,2022-04,Newfoundland and Labrador,Women,Fair or poor perceived mental health,Number,
8152,2022-04,Newfoundland and Labrador,Women,Fair or poor perceived mental health,Number,
8153,2022-04,Newfoundland and Labrador,Women,Fair or poor perceived mental health,Number,
8154,2022-04,Prince Edward Island,"Total, all persons",Excellent or very good perceived mental health,Percent,49.8
8155,2022-04,Prince Edward Island,"Total, all persons",Excellent or very good perceived mental health,Percent,44.5
8156,2022-04,Prince Edward Island,"Total, all persons",Excellent or very good perceived mental health,Percent,55.0
8157,2022-04,Prince Edward Island,"Total, all persons",Excellent or very good perceived mental health,Number,69.0
8158,2022-04,Prince Edward Island,"Total, all persons",Excellent or very good perceived mental health,Number,62.0
8159,2022-04,Prince Edward Island,"Total, all persons",Excellent or very good perceived mental health,Number,76.0
8160,2022-04,Prince Edward Island,"Total, all persons",Good perceived mental health,Percent,32.5
8161,2022-04,Prince Edward Island,"Total, all persons",Good perceived mental health,Percent,27.9
8162,2022-04,Prince Edward Island,"Total, all persons",Good perceived mental health,Percent,37.4
8163,2022-04,Prince Edward Island,"Total, all persons",Good perceived mental health,Number,45.0
8164,2022-04,Prince Edward Island,"Total, all persons",Good perceived mental health,Number,38.0
8165,2022-04,Prince Edward Island,"Total, all persons",Good perceived mental health,Number,52.0
8166,2022-04,Prince Edward Island,"Total, all persons",Fair or poor perceived mental health,Percent,17.7
8167,2022-04,Prince Edward Island,"Total, all persons",Fair or poor perceived mental health,Percent,13.9
8168,2022-04,Prince Edward Island,"Total, all persons",Fair or poor perceived mental health,Percent,22.3
8169,2022-04,Prince Edward Island,"Total, all persons",Fair or poor perceived mental health,Number,25.0
8170,2022-04,Prince Edward Island,"Total, all persons",Fair or poor perceived mental health,Number,19.0
8171,2022-04,Prince Edward Island,"Total, all persons",Fair or poor perceived mental health,Number,30.0
8172,2022-04,Prince Edward Island,Men,Excellent or very good perceived mental health,Percent,54.8
8173,2022-04,Prince Edward Island,Men,Excellent or very good perceived mental health,Percent,47.5
8174,2022-04,Prince Edward Island,Men,Excellent or very good perceived mental health,Percent,61.9
8175,2022-04,Prince Edward Island,Men,Excellent or very good perceived mental health,Number,37.0
8176,2022-04,Prince Edward Island,Men,Excellent or very good perceived mental health,Number,32.0
8177,2022-04,Prince Edward Island,Men,Excellent or very good perceived mental health,Number,42.0
