,REF_DATE,GEO,Gender,Indicators,UOM,VALUE
0,2021-07,Newfoundland and Labrador,"Total, all persons",Always or often feels lonely,Percent,11.6
1,2021-07,Newfoundland and Labrador,"Total, all persons",Always or often feels lonely,Percent,8.4
2,2021-07,Newfoundland and Labrador,"Total, all persons",Always or often feels lonely,Percent,15.9
3,2021-07,Newfoundland and Labrador,"Total, all persons",Always or often feels lonely,Number,51.0
4,2021-07,Newfoundland and Labrador,"Total, all persons",Always or often feels lonely,Number,35.0
5,2021-07,Newfoundland and Labrador,"Total, all persons",Always or often feels lonely,Number,68.0
6,2021-07,Newfoundland and Labrador,"Total, all persons",Sometimes feels lonely,Percent,29.3
7,2021-07,Newfoundland and Labrador,"Total, all persons",Sometimes feels lonely,Percent,23.8
8,2021-07,Newfoundland and Labrador,"Total, all persons",Sometimes feels lonely,Percent,35.6
9,2021-07,Newfoundland and Labrador,"Total, all persons",Sometimes feels lonely,Number,129.0
10,2021-07,Newfoundland and Labrador,"Total, all persons",Sometimes feels lonely,Number,103.0
11,2021-07,Newfoundland and Labrador,"Total, all persons",Sometimes feels lonely,Number,156.0
12,2021-07,Newfoundland and Labrador,"Total, all persons",Rarely or never feels lonely,Percent,59.0
13,2021-07,Newfoundland and Labrador,"Total, all persons",Rarely or never feels lonely,Percent,52.7
14,2021-07,Newfoundland and Labrador,"Total, all persons",Rarely or never feels lonely,Percent,65.1
15,2021-07,Newfoundland and Labrador,"Total, all persons",Rarely or never feels lonely,Number,261.0
16,2021-07,Newfoundland and Labrador,"Total, all persons",Rarely or never feels lonely,Number,233.0
17,2021-07,Newfoundland and Labrador,"Total, all persons",Rarely or never feels lonely,Number,288.0
18,2021-07,Newfoundland and Labrador,Men,Always or often feels lonely,Percent,8.5
19,2021-07,Newfoundland and Labrador,Men,Always or often feels lonely,Percent,4.6
20,2021-07,Newfoundland and Labrador,Men,Always or often feels lonely,Percent,15.0
21,2021-07,Newfoundland and Labrador,Men,Always or often feels lonely,Number,
22,2021-07,Newfoundland and Labrador,Men,Always or often feels lonely,Number,
23,2021-07,Newfoundland and Labrador,Men,Always or often feels lonely,Number,
24,2021-07,Newfoundland and Labrador,Men,Sometimes feels lonely,Percent,20.1
25,2021-07,Newfoundland and Labrador,Men,Sometimes feels lonely,Percent,12.4
26,2021-07,Newfoundland and Labrador,Men,Sometimes feels lonely,Percent,31.0
27,2021-07,Newfoundland and Labrador,Men,Sometimes feels lonely,Number,
28,2021-07,Newfoundland and Labrador,Men,Sometimes feels lonely,Number,
29,2021-07,Newfoundland and Labrador,Men,Sometimes feels lonely,Number,
30,2021-07,Newfoundland and Labrador,Men,Rarely or never feels lonely,Percent,71.4
31,2021-07,Newfoundland and Labrador,Men,Rarely or never feels lonely,Percent,60.3
32,2021-07,Newfoundland and Labrador,Men,Rarely or never feels lonely,Percent,80.5
33,2021-07,Newfoundland and Labrador,Men,Rarely or never feels lonely,Number,153.0
34,2021-07,Newfoundland and Labrador,Men,Rarely or never feels lonely,Number,131.0
35,2021-07,Newfoundland and Labrador,Men,Rarely or never feels lonely,Number,175.0
36,2021-07,Newfoundland and Labrador,Women,Always or often feels lonely,Percent,14.7
37,2021-07,Newfoundland and Labrador,Women,Always or often feels lonely,Percent,10.1
38,2021-07,Newfoundland and Labrador,Women,Always or often feels lonely,Percent,20.7
39,2021-07,Newfoundland and Labrador,Women,Always or often feels lonely,Number,
40,2021-07,Newfoundland and Labrador,Women,Always or often feels lonely,Number,
41,2021-07,Newfoundland and Labrador,Women,Always or often feels lonely,Number,
42,2021-07,Newfoundland and Labrador,Women,Sometimes feels lonely,Percent,38.0
43,2021-07,Newfoundland and Labrador,Women,Sometimes feels lonely,Percent,31.1
44,2021-07,Newfoundland and Labrador,Women,Sometimes feels lonely,Percent,45.4
45,2021-07,Newfoundland and Labrador,Women,Sometimes feels lonely,Number,86.0
46,2021-07,Newfoundland and Labrador,Women,Sometimes feels lonely,Number,70.0
47,2021-07,Newfoundland and Labrador,Women,Sometimes feels lonely,Number,103.0
48,2021-07,Newfoundland and Labrador,Women,Rarely or never feels lonely,Percent,47.4
49,2021-07,Newfoundland and Labrador,Women,Rarely or never feels lonely,Percent,40.3
50,2021-07,Newfoundland and Labrador,Women,Rarely or never feels lonely,Percent,54.5
51,2021-07,Newfoundland and Labrador,Women,Rarely or never feels lonely,Number,108.0
52,2021-07,Newfoundland and Labrador,Women,Rarely or never feels lonely,Number,92.0
53,2021-07,Newfoundland and Labrador,Women,Rarely or never feels lonely,Number,124.0
54,2021-07,Prince Edward Island,"Total, all persons",Always or often feels lonely,Percent,12.2
55,2021-07,Prince Edward Island,"Total, all persons",Always or often feels lonely,Percent,9.2
56,2021-07,Prince Edward Island,"Total, all persons",Always or often feels lonely,Percent,15.9
57,2021-07,Prince Edward Island,"Total, all persons",Always or often feels lonely,Number,
58,2021-07,Prince Edward Island,"Total, all persons",Always or often feels lonely,Number,
59,2021-07,Prince Edward Island,"Total, all persons",Always or often feels lonely,Number,
60,2021-07,Prince Edward Island,"Total, all persons",Sometimes feels lonely,Percent,32.3
61,2021-07,Prince Edward Island,"Total, all persons",Sometimes feels lonely,Percent,27.6
62,2021-07,Prince Edward Island,"Total, all persons",Sometimes feels lonely,Percent,37.3
63,2021-07,Prince Edward Island,"Total, all persons",Sometimes feels lonely,Number,43.0
64,2021-07,Prince Edward Island,"Total, all persons",Sometimes feels lonely,Number,37.0
65,2021-07,Prince Edward Island,"Total, all persons",Sometimes feels lonely,Number,50.0
66,2021-07,Prince Edward Island,"Total, all persons",Rarely or never feels lonely,Percent,55.5
67,2021-07,Prince Edward Island,"Total, all persons",Rarely or never feels lonely,Percent,50.5
68,2021-07,Prince Edward Island,"Total, all persons",Rarely or never feels lonely,Percent,60.4
69,2021-07,Prince Edward Island,"Total, all persons",Rarely or never feels lonely,Number,75.0
70,2021-07,Prince Edward Island,"Total, all persons",Rarely or never feels lonely,Number,68.0
71,2021-07,Prince Edward Island,"Total, all persons",Rarely or never feels lonely,Number,81.0
72,2021-07,Prince Edward Island,Men,Always or often feels lonely,Percent,9.8
73,2021-07,Prince Edward Island,Men,Always or often feels lonely,Percent,6.1
74,2021-07,Prince Edward Island,Men,Always or often feels lonely,Percent,15.5
75,2021-07,Prince Edward Island,Men,Always or often feels lonely,Number,
76,2021-07,Prince Edward Island,Men,Always or often feels lonely,Number,
77,2021-07,Prince Edward Island,Men,Always or often feels lonely,Number,
78,2021-07,Prince Edward Island,Men,Sometimes feels lonely,Percent,29.0
79,2021-07,Prince Edward Island,Men,Sometimes feels lonely,Percent,22.4
80,2021-07,Prince Edward Island,Men,Sometimes feels lonely,Percent,36.6
81,2021-07,Prince Edward Island,Men,Sometimes feels lonely,Number,19.0
82,2021-07,Prince Edward Island,Men,Sometimes feels lonely,Number,14.0
83,2021-07,Prince Edward Island,Men,Sometimes feels lonely,Number,24.0
84,2021-07,Prince Edward Island,Men,Rarely or never feels lonely,Percent,61.2
85,2021-07,Prince Edward Island,Men,Rarely or never feels lonely,Percent,53.5
86,2021-07,Prince Edward Island,Men,Rarely or never feels lonely,Percent,68.3
87,2021-07,Prince Edward Island,Men,Rarely or never feels lonely,Number,40.0
88,2021-07,Prince Edward Island,Men,Rarely or never feels lonely,Number,36.0
89,2021-07,Prince Edward Island,Men,Rarely or never feels lonely,Number,45.0
90,2021-07,Prince Edward Island,Women,Always or often feels lonely,Percent,14.4
91,2021-07,Prince Edward Island,Women,Always or often feels lonely,Percent,10.2
92,2021-07,Prince Edward Island,Women,Always or often feels lonely,Percent,20.1
93,2021-07,Prince Edward Island,Women,Always or often feels lonely,Number,
94,2021-07,Prince Edward Island,Women,Always or often feels lonely,Number,
95,2021-07,Prince Edward Island,Women,Always or often feels lonely,Number,
96,2021-07,Prince Edward Island,Women,Sometimes feels lonely,Percent,35.5
97,2021-07,Prince Edward Island,Women,Sometimes feels lonely,Percent,29.0
98,2021-07,Prince Edward Island,Women,Sometimes feels lonely,Percent,42.6
99,2021-07,Prince Edward Island,Women,Sometimes feels lonely,Number,24.0
100,2021-07,Prince Edward Island,Women,Sometimes feels lonely,Number,20.0
101,2021-07,Prince Edward Island,Women,Sometimes feels lonely,Number,29.0
102,2021-07,Prince Edward Island,Women,Rarely or never feels lonely,Percent,50.1
103,2021-07,Prince Edward Island,Women,Rarely or never feels lonely,Percent,43.1
104,2021-07,Prince Edward Island,Women,Rarely or never feels lonely,Percent,57.1
105,2021-07,Prince Edward Island,Women,Rarely or never feels lonely,Number,34.0
106,2021-07,Prince Edward Island,Women,Rarely or never feels lonely,Number,29.0
107,2021-07,Prince Edward Island,Women,Rarely or never feels lonely,Number,39.0
108,2021-07,Nova Scotia,"Total, all persons",Always or often feels lonely,Percent,13.9
109,2021-07,Nova Scotia,"Total, all persons",Always or often feels lonely,Percent,10.7
110,2021-07,Nova Scotia,"Total, all persons",Always or often feels lonely,Percent,17.9
111,2021-07,Nova Scotia,"Total, all persons",Always or often feels lonely,Number,115.0
112,2021-07,Nova Scotia,"Total, all persons",Always or often feels lonely,Number,85.0
113,2021-07,Nova Scotia,"Total, all persons",Always or often feels lonely,Number,144.0
114,2021-07,Nova Scotia,"Total, all persons",Sometimes feels lonely,Percent,34.4
115,2021-07,Nova Scotia,"Total, all persons",Sometimes feels lonely,Percent,29.6
116,2021-07,Nova Scotia,"Total, all persons",Sometimes feels lonely,Percent,39.6
117,2021-07,Nova Scotia,"Total, all persons",Sometimes feels lonely,Number,284.0
118,2021-07,Nova Scotia,"Total, all persons",Sometimes feels lonely,Number,242.0
119,2021-07,Nova Scotia,"Total, all persons",Sometimes feels lonely,Number,325.0
120,2021-07,Nova Scotia,"Total, all persons",Rarely or never feels lonely,Percent,51.7
121,2021-07,Nova Scotia,"Total, all persons",Rarely or never feels lonely,Percent,46.6
122,2021-07,Nova Scotia,"Total, all persons",Rarely or never feels lonely,Percent,56.8
123,2021-07,Nova Scotia,"Total, all persons",Rarely or never feels lonely,Number,426.0
124,2021-07,Nova Scotia,"Total, all persons",Rarely or never feels lonely,Number,384.0
125,2021-07,Nova Scotia,"Total, all persons",Rarely or never feels lonely,Number,468.0
126,2021-07,Nova Scotia,Men,Always or often feels lonely,Percent,10.6
127,2021-07,Nova Scotia,Men,Always or often feels lonely,Percent,6.8
128,2021-07,Nova Scotia,Men,Always or often feels lonely,Percent,16.2
129,2021-07,Nova Scotia,Men,Always or often feels lonely,Number,
130,2021-07,Nova Scotia,Men,Always or often feels lonely,Number,
131,2021-07,Nova Scotia,Men,Always or often feels lonely,Number,
132,2021-07,Nova Scotia,Men,Sometimes feels lonely,Percent,29.7
133,2021-07,Nova Scotia,Men,Sometimes feels lonely,Percent,22.8
134,2021-07,Nova Scotia,Men,Sometimes feels lonely,Percent,37.6
135,2021-07,Nova Scotia,Men,Sometimes feels lonely,Number,119.0
136,2021-07,Nova Scotia,Men,Sometimes feels lonely,Number,90.0
137,2021-07,Nova Scotia,Men,Sometimes feels lonely,Number,149.0
138,2021-07,Nova Scotia,Men,Rarely or never feels lonely,Percent,59.7
139,2021-07,Nova Scotia,Men,Rarely or never feels lonely,Percent,51.8
140,2021-07,Nova Scotia,Men,Rarely or never feels lonely,Percent,67.1
141,2021-07,Nova Scotia,Men,Rarely or never feels lonely,Number,240.0
142,2021-07,Nova Scotia,Men,Rarely or never feels lonely,Number,209.0
143,2021-07,Nova Scotia,Men,Rarely or never feels lonely,Number,272.0
144,2021-07,Nova Scotia,Women,Always or often feels lonely,Percent,17.0
145,2021-07,Nova Scotia,Women,Always or often feels lonely,Percent,12.3
146,2021-07,Nova Scotia,Women,Always or often feels lonely,Percent,23.1
147,2021-07,Nova Scotia,Women,Always or often feels lonely,Number,
148,2021-07,Nova Scotia,Women,Always or often feels lonely,Number,
149,2021-07,Nova Scotia,Women,Always or often feels lonely,Number,
150,2021-07,Nova Scotia,Women,Sometimes feels lonely,Percent,38.9
151,2021-07,Nova Scotia,Women,Sometimes feels lonely,Percent,32.5
152,2021-07,Nova Scotia,Women,Sometimes feels lonely,Percent,45.7
153,2021-07,Nova Scotia,Women,Sometimes feels lonely,Number,164.0
154,2021-07,Nova Scotia,Women,Sometimes feels lonely,Number,136.0
155,2021-07,Nova Scotia,Women,Sometimes feels lonely,Number,192.0
156,2021-07,Nova Scotia,Women,Rarely or never feels lonely,Percent,44.0
157,2021-07,Nova Scotia,Women,Rarely or never feels lonely,Percent,37.7
158,2021-07,Nova Scotia,Women,Rarely or never feels lonely,Percent,50.6
159,2021-07,Nova Scotia,Women,Rarely or never feels lonely,Number,186.0
160,2021-07,Nova Scotia,Women,Rarely or never feels lonely,Number,158.0
161,2021-07,Nova Scotia,Women,Rarely or never feels lonely,Number,214.0
162,2021-07,New Brunswick,"Total, all persons",Always or often feels lonely,Percent,16.0
163,2021-07,New Brunswick,"Total, all persons",Always or often feels lonely,Percent,12.6
164,2021-07,New Brunswick,"Total, all persons",Always or often feels lonely,Percent,20.1
165,2021-07,New Brunswick,"Total, all persons",Always or often feels lonely,Number,104.0
166,2021-07,New Brunswick,"Total, all persons",Always or often feels lonely,Number,80.0
167,2021-07,New Brunswick,"Total, all persons",Always or often feels lonely,Number,129.0
168,2021-07,New Brunswick,"Total, all persons",Sometimes feels lonely,Percent,32.7
169,2021-07,New Brunswick,"Total, all persons",Sometimes feels lonely,Percent,28.1
170,2021-07,New Brunswick,"Total, all persons",Sometimes feels lonely,Percent,37.6
171,2021-07,New Brunswick,"Total, all persons",Sometimes feels lonely,Number,213.0
172,2021-07,New Brunswick,"Total, all persons",Sometimes feels lonely,Number,182.0
173,2021-07,New Brunswick,"Total, all persons",Sometimes feels lonely,Number,244.0
174,2021-07,New Brunswick,"Total, all persons",Rarely or never feels lonely,Percent,51.4
175,2021-07,New Brunswick,"Total, all persons",Rarely or never feels lonely,Percent,46.5
176,2021-07,New Brunswick,"Total, all persons",Rarely or never feels lonely,Percent,56.2
177,2021-07,New Brunswick,"Total, all persons",Rarely or never feels lonely,Number,335.0
178,2021-07,New Brunswick,"Total, all persons",Rarely or never feels lonely,Number,304.0
179,2021-07,New Brunswick,"Total, all persons",Rarely or never feels lonely,Number,367.0
180,2021-07,New Brunswick,Men,Always or often feels lonely,Percent,12.8
181,2021-07,New Brunswick,Men,Always or often feels lonely,Percent,8.6
182,2021-07,New Brunswick,Men,Always or often feels lonely,Percent,18.8
183,2021-07,New Brunswick,Men,Always or often feels lonely,Number,
184,2021-07,New Brunswick,Men,Always or often feels lonely,Number,
185,2021-07,New Brunswick,Men,Always or often feels lonely,Number,
186,2021-07,New Brunswick,Men,Sometimes feels lonely,Percent,32.5
187,2021-07,New Brunswick,Men,Sometimes feels lonely,Percent,25.7
188,2021-07,New Brunswick,Men,Sometimes feels lonely,Percent,40.1
189,2021-07,New Brunswick,Men,Sometimes feels lonely,Number,104.0
190,2021-07,New Brunswick,Men,Sometimes feels lonely,Number,81.0
191,2021-07,New Brunswick,Men,Sometimes feels lonely,Number,128.0
192,2021-07,New Brunswick,Men,Rarely or never feels lonely,Percent,54.7
193,2021-07,New Brunswick,Men,Rarely or never feels lonely,Percent,47.4
194,2021-07,New Brunswick,Men,Rarely or never feels lonely,Percent,61.7
195,2021-07,New Brunswick,Men,Rarely or never feels lonely,Number,176.0
196,2021-07,New Brunswick,Men,Rarely or never feels lonely,Number,152.0
197,2021-07,New Brunswick,Men,Rarely or never feels lonely,Number,199.0
198,2021-07,New Brunswick,Women,Always or often feels lonely,Percent,19.0
199,2021-07,New Brunswick,Women,Always or often feels lonely,Percent,14.2
200,2021-07,New Brunswick,Women,Always or often feels lonely,Percent,25.0
201,2021-07,New Brunswick,Women,Always or often feels lonely,Number,
202,2021-07,New Brunswick,Women,Always or often feels lonely,Number,
203,2021-07,New Brunswick,Women,Always or often feels lonely,Number,
204,2021-07,New Brunswick,Women,Sometimes feels lonely,Percent,32.8
205,2021-07,New Brunswick,Women,Sometimes feels lonely,Percent,27.1
206,2021-07,New Brunswick,Women,Sometimes feels lonely,Percent,39.1
207,2021-07,New Brunswick,Women,Sometimes feels lonely,Number,109.0
208,2021-07,New Brunswick,Women,Sometimes feels lonely,Number,89.0
209,2021-07,New Brunswick,Women,Sometimes feels lonely,Number,129.0
210,2021-07,New Brunswick,Women,Rarely or never feels lonely,Percent,48.2
211,2021-07,New Brunswick,Women,Rarely or never feels lonely,Percent,41.4
212,2021-07,New Brunswick,Women,Rarely or never feels lonely,Percent,55.0
213,2021-07,New Brunswick,Women,Rarely or never feels lonely,Number,160.0
214,2021-07,New Brunswick,Women,Rarely or never feels lonely,Number,137.0
215,2021-07,New Brunswick,Women,Rarely or never feels lonely,Number,182.0
216,2021-07,Quebec,"Total, all persons",Always or often feels lonely,Percent,13.5
217,2021-07,Quebec,"Total, all persons",Always or often feels lonely,Percent,11.9
218,2021-07,Quebec,"Total, all persons",Always or often feels lonely,Percent,15.3
219,2021-07,Quebec,"Total, all persons",Always or often feels lonely,Number,956.0
220,2021-07,Quebec,"Total, all persons",Always or often feels lonely,Number,837.0
221,2021-07,Quebec,"Total, all persons",Always or often feels lonely,Number,1074.0
222,2021-07,Quebec,"Total, all persons",Sometimes feels lonely,Percent,30.3
223,2021-07,Quebec,"Total, all persons",Sometimes feels lonely,Percent,28.0
224,2021-07,Quebec,"Total, all persons",Sometimes feels lonely,Percent,32.7
225,2021-07,Quebec,"Total, all persons",Sometimes feels lonely,Number,2139.0
226,2021-07,Quebec,"Total, all persons",Sometimes feels lonely,Number,1971.0
227,2021-07,Quebec,"Total, all persons",Sometimes feels lonely,Number,2306.0
228,2021-07,Quebec,"Total, all persons",Rarely or never feels lonely,Percent,56.2
229,2021-07,Quebec,"Total, all persons",Rarely or never feels lonely,Percent,53.8
230,2021-07,Quebec,"Total, all persons",Rarely or never feels lonely,Percent,58.6
231,2021-07,Quebec,"Total, all persons",Rarely or never feels lonely,Number,3973.0
232,2021-07,Quebec,"Total, all persons",Rarely or never feels lonely,Number,3799.0
233,2021-07,Quebec,"Total, all persons",Rarely or never feels lonely,Number,4146.0
234,2021-07,Quebec,Men,Always or often feels lonely,Percent,11.0
235,2021-07,Quebec,Men,Always or often feels lonely,Percent,8.9
236,2021-07,Quebec,Men,Always or often feels lonely,Percent,13.6
237,2021-07,Quebec,Men,Always or often feels lonely,Number,388.0
238,2021-07,Quebec,Men,Always or often feels lonely,Number,304.0
239,2021-07,Quebec,Men,Always or often feels lonely,Number,471.0
240,2021-07,Quebec,Men,Sometimes feels lonely,Percent,26.9
241,2021-07,Quebec,Men,Sometimes feels lonely,Percent,23.7
242,2021-07,Quebec,Men,Sometimes feels lonely,Percent,30.3
243,2021-07,Quebec,Men,Sometimes feels lonely,Number,949.0
244,2021-07,Quebec,Men,Sometimes feels lonely,Number,833.0
245,2021-07,Quebec,Men,Sometimes feels lonely,Number,1064.0
246,2021-07,Quebec,Men,Rarely or never feels lonely,Percent,62.1
247,2021-07,Quebec,Men,Rarely or never feels lonely,Percent,58.4
248,2021-07,Quebec,Men,Rarely or never feels lonely,Percent,65.7
249,2021-07,Quebec,Men,Rarely or never feels lonely,Number,2191.0
250,2021-07,Quebec,Men,Rarely or never feels lonely,Number,2062.0
251,2021-07,Quebec,Men,Rarely or never feels lonely,Number,2319.0
252,2021-07,Quebec,Women,Always or often feels lonely,Percent,16.0
253,2021-07,Quebec,Women,Always or often feels lonely,Percent,13.7
254,2021-07,Quebec,Women,Always or often feels lonely,Percent,18.7
255,2021-07,Quebec,Women,Always or often feels lonely,Number,568.0
256,2021-07,Quebec,Women,Always or often feels lonely,Number,481.0
257,2021-07,Quebec,Women,Always or often feels lonely,Number,656.0
258,2021-07,Quebec,Women,Sometimes feels lonely,Percent,33.6
259,2021-07,Quebec,Women,Sometimes feels lonely,Percent,30.3
260,2021-07,Quebec,Women,Sometimes feels lonely,Percent,37.1
261,2021-07,Quebec,Women,Sometimes feels lonely,Number,1190.0
262,2021-07,Quebec,Women,Sometimes feels lonely,Number,1067.0
263,2021-07,Quebec,Women,Sometimes feels lonely,Number,1313.0
264,2021-07,Quebec,Women,Rarely or never feels lonely,Percent,50.3
265,2021-07,Quebec,Women,Rarely or never feels lonely,Percent,46.9
266,2021-07,Quebec,Women,Rarely or never feels lonely,Percent,53.8
267,2021-07,Quebec,Women,Rarely or never feels lonely,Number,1782.0
268,2021-07,Quebec,Women,Rarely or never feels lonely,Number,1660.0
269,2021-07,Quebec,Women,Rarely or never feels lonely,Number,1904.0
270,2021-07,Ontario,"Total, all persons",Always or often feels lonely,Percent,13.3
271,2021-07,Ontario,"Total, all persons",Always or often feels lonely,Percent,11.9
272,2021-07,Ontario,"Total, all persons",Always or often feels lonely,Percent,14.9
273,2021-07,Ontario,"Total, all persons",Always or often feels lonely,Number,1631.0
274,2021-07,Ontario,"Total, all persons",Always or often feels lonely,Number,1444.0
275,2021-07,Ontario,"Total, all persons",Always or often feels lonely,Number,1819.0
276,2021-07,Ontario,"Total, all persons",Sometimes feels lonely,Percent,36.5
277,2021-07,Ontario,"Total, all persons",Sometimes feels lonely,Percent,34.3
278,2021-07,Ontario,"Total, all persons",Sometimes feels lonely,Percent,38.6
279,2021-07,Ontario,"Total, all persons",Sometimes feels lonely,Number,4462.0
280,2021-07,Ontario,"Total, all persons",Sometimes feels lonely,Number,4197.0
281,2021-07,Ontario,"Total, all persons",Sometimes feels lonely,Number,4726.0
282,2021-07,Ontario,"Total, all persons",Rarely or never feels lonely,Percent,50.2
283,2021-07,Ontario,"Total, all persons",Rarely or never feels lonely,Percent,48.0
284,2021-07,Ontario,"Total, all persons",Rarely or never feels lonely,Percent,52.4
285,2021-07,Ontario,"Total, all persons",Rarely or never feels lonely,Number,6145.0
286,2021-07,Ontario,"Total, all persons",Rarely or never feels lonely,Number,5876.0
287,2021-07,Ontario,"Total, all persons",Rarely or never feels lonely,Number,6414.0
288,2021-07,Ontario,Men,Always or often feels lonely,Percent,11.8
289,2021-07,Ontario,Men,Always or often feels lonely,Percent,9.8
290,2021-07,Ontario,Men,Always or often feels lonely,Percent,14.1
291,2021-07,Ontario,Men,Always or often feels lonely,Number,708.0
292,2021-07,Ontario,Men,Always or often feels lonely,Number,576.0
293,2021-07,Ontario,Men,Always or often feels lonely,Number,839.0
294,2021-07,Ontario,Men,Sometimes feels lonely,Percent,34.0
295,2021-07,Ontario,Men,Sometimes feels lonely,Percent,30.9
296,2021-07,Ontario,Men,Sometimes feels lonely,Percent,37.2
297,2021-07,Ontario,Men,Sometimes feels lonely,Number,2043.0
298,2021-07,Ontario,Men,Sometimes feels lonely,Number,1852.0
299,2021-07,Ontario,Men,Sometimes feels lonely,Number,2234.0
300,2021-07,Ontario,Men,Rarely or never feels lonely,Percent,54.2
301,2021-07,Ontario,Men,Rarely or never feels lonely,Percent,50.9
302,2021-07,Ontario,Men,Rarely or never feels lonely,Percent,57.5
303,2021-07,Ontario,Men,Rarely or never feels lonely,Number,3258.0
304,2021-07,Ontario,Men,Rarely or never feels lonely,Number,3059.0
305,2021-07,Ontario,Men,Rarely or never feels lonely,Number,3456.0
306,2021-07,Ontario,Women,Always or often feels lonely,Percent,14.8
307,2021-07,Ontario,Women,Always or often feels lonely,Percent,12.8
308,2021-07,Ontario,Women,Always or often feels lonely,Percent,17.2
309,2021-07,Ontario,Women,Always or often feels lonely,Number,924.0
310,2021-07,Ontario,Women,Always or often feels lonely,Number,787.0
311,2021-07,Ontario,Women,Always or often feels lonely,Number,1060.0
312,2021-07,Ontario,Women,Sometimes feels lonely,Percent,38.8
313,2021-07,Ontario,Women,Sometimes feels lonely,Percent,35.9
314,2021-07,Ontario,Women,Sometimes feels lonely,Percent,41.8
315,2021-07,Ontario,Women,Sometimes feels lonely,Number,2419.0
316,2021-07,Ontario,Women,Sometimes feels lonely,Number,2233.0
317,2021-07,Ontario,Women,Sometimes feels lonely,Number,2606.0
318,2021-07,Ontario,Women,Rarely or never feels lonely,Percent,46.3
319,2021-07,Ontario,Women,Rarely or never feels lonely,Percent,43.4
320,2021-07,Ontario,Women,Rarely or never feels lonely,Percent,49.3
321,2021-07,Ontario,Women,Rarely or never feels lonely,Number,2887.0
322,2021-07,Ontario,Women,Rarely or never feels lonely,Number,2702.0
323,2021-07,Ontario,Women,Rarely or never feels lonely,Number,3073.0
324,2021-07,Manitoba,"Total, all persons",Always or often feels lonely,Percent,11.7
325,2021-07,Manitoba,"Total, all persons",Always or often feels lonely,Percent,8.8
326,2021-07,Manitoba,"Total, all persons",Always or often feels lonely,Percent,15.4
327,2021-07,Manitoba,"Total, all persons",Always or often feels lonely,Number,122.0
328,2021-07,Manitoba,"Total, all persons",Always or often feels lonely,Number,88.0
329,2021-07,Manitoba,"Total, all persons",Always or often feels lonely,Number,157.0
330,2021-07,Manitoba,"Total, all persons",Sometimes feels lonely,Percent,37.7
331,2021-07,Manitoba,"Total, all persons",Sometimes feels lonely,Percent,33.1
332,2021-07,Manitoba,"Total, all persons",Sometimes feels lonely,Percent,42.6
333,2021-07,Manitoba,"Total, all persons",Sometimes feels lonely,Number,395.0
334,2021-07,Manitoba,"Total, all persons",Sometimes feels lonely,Number,345.0
335,2021-07,Manitoba,"Total, all persons",Sometimes feels lonely,Number,445.0
336,2021-07,Manitoba,"Total, all persons",Rarely or never feels lonely,Percent,50.6
337,2021-07,Manitoba,"Total, all persons",Rarely or never feels lonely,Percent,45.6
338,2021-07,Manitoba,"Total, all persons",Rarely or never feels lonely,Percent,55.5
339,2021-07,Manitoba,"Total, all persons",Rarely or never feels lonely,Number,529.0
340,2021-07,Manitoba,"Total, all persons",Rarely or never feels lonely,Number,477.0
341,2021-07,Manitoba,"Total, all persons",Rarely or never feels lonely,Number,582.0
342,2021-07,Manitoba,Men,Always or often feels lonely,Percent,10.4
343,2021-07,Manitoba,Men,Always or often feels lonely,Percent,6.6
344,2021-07,Manitoba,Men,Always or often feels lonely,Percent,16.1
345,2021-07,Manitoba,Men,Always or often feels lonely,Number,
346,2021-07,Manitoba,Men,Always or often feels lonely,Number,
347,2021-07,Manitoba,Men,Always or often feels lonely,Number,
348,2021-07,Manitoba,Men,Sometimes feels lonely,Percent,32.8
349,2021-07,Manitoba,Men,Sometimes feels lonely,Percent,26.0
350,2021-07,Manitoba,Men,Sometimes feels lonely,Percent,40.3
351,2021-07,Manitoba,Men,Sometimes feels lonely,Number,169.0
352,2021-07,Manitoba,Men,Sometimes feels lonely,Number,132.0
353,2021-07,Manitoba,Men,Sometimes feels lonely,Number,207.0
354,2021-07,Manitoba,Men,Rarely or never feels lonely,Percent,56.8
355,2021-07,Manitoba,Men,Rarely or never feels lonely,Percent,49.0
356,2021-07,Manitoba,Men,Rarely or never feels lonely,Percent,64.4
357,2021-07,Manitoba,Men,Rarely or never feels lonely,Number,294.0
358,2021-07,Manitoba,Men,Rarely or never feels lonely,Number,254.0
359,2021-07,Manitoba,Men,Rarely or never feels lonely,Number,334.0
360,2021-07,Manitoba,Women,Always or often feels lonely,Percent,12.9
361,2021-07,Manitoba,Women,Always or often feels lonely,Percent,9.0
362,2021-07,Manitoba,Women,Always or often feels lonely,Percent,18.2
363,2021-07,Manitoba,Women,Always or often feels lonely,Number,
364,2021-07,Manitoba,Women,Always or often feels lonely,Number,
365,2021-07,Manitoba,Women,Always or often feels lonely,Number,
366,2021-07,Manitoba,Women,Sometimes feels lonely,Percent,42.6
367,2021-07,Manitoba,Women,Sometimes feels lonely,Percent,35.8
368,2021-07,Manitoba,Women,Sometimes feels lonely,Percent,49.7
369,2021-07,Manitoba,Women,Sometimes feels lonely,Number,225.0
370,2021-07,Manitoba,Women,Sometimes feels lonely,Number,188.0
371,2021-07,Manitoba,Women,Sometimes feels lonely,Number,263.0
372,2021-07,Manitoba,Women,Rarely or never feels lonely,Percent,44.5
