Geography,Population,Labour_Metric,Sex,Year,Indicator,Value
Alberta,Total population,Employment 7,Both sexes,2020,Persons,"2,136.70"
Alberta,Total population,Employment 7,Males,2020,Persons,"1,158.00"
Alberta,Total population,Employment 7,Females,2020,Persons,978.7
Alberta,Total population,Unemployment 8,Both sexes,2020,Persons,275.4
Alberta,Total population,Unemployment 8,Males,2020,Persons,152.2
Alberta,Total population,Unemployment 8,Females,2020,Persons,123.3
Alberta,Total population,Not in labour force 9,Both sexes,2020,Persons,"1,094.90"
Alberta,Total population,Not in labour force 9,Males,2020,Persons,444.4
Alberta,Total population,Not in labour force 9,Females,2020,Persons,650.4
Alberta,Total population,Population 5,Both sexes,2021,Persons,"3,543.70"
Alberta,Total population,Population 5,Males,2021,Persons,"1,771.40"
Alberta,Total population,Population 5,Females,2021,Persons,"1,772.20"
Alberta,Total population,Labour force 6,Both sexes,2021,Persons,"2,467.00"
Alberta,Total population,Labour force 6,Males,2021,Persons,"1,322.30"
Alberta,Total population,Labour force 6,Females,2021,Persons,"1,144.70"
Alberta,Total population,Employment 7,Both sexes,2021,Persons,"2,253.40"
Alberta,Total population,Employment 7,Males,2021,Persons,"1,207.50"
Alberta,Total population,Employment 7,Females,2021,Persons,"1,045.90"
Alberta,Total population,Unemployment 8,Both sexes,2021,Persons,213.6
Alberta,Total population,Unemployment 8,Males,2021,Persons,114.8
Alberta,Total population,Unemployment 8,Females,2021,Persons,98.8
Alberta,Total population,Not in labour force 9,Both sexes,2021,Persons,"1,076.70"
Alberta,Total population,Not in labour force 9,Males,2021,Persons,449.1
Alberta,Total population,Not in labour force 9,Females,2021,Persons,627.6
Alberta,Total population,Population 5,Both sexes,2022,Persons,"3,616.60"
Alberta,Total population,Population 5,Males,2022,Persons,"1,806.60"
Alberta,Total population,Population 5,Females,2022,Persons,"1,810.00"
Alberta,Total population,Labour force 6,Both sexes,2022,Persons,"2,517.70"
Alberta,Total population,Labour force 6,Males,2022,Persons,"1,333.40"
Alberta,Total population,Labour force 6,Females,2022,Persons,"1,184.30"
Alberta,Total population,Employment 7,Both sexes,2022,Persons,"2,368.90"
Alberta,Total population,Employment 7,Males,2022,Persons,"1,254.90"
Alberta,Total population,Employment 7,Females,2022,Persons,"1,113.90"
Alberta,Total population,Unemployment 8,Both sexes,2022,Persons,148.9
Alberta,Total population,Unemployment 8,Males,2022,Persons,78.4
Alberta,Total population,Unemployment 8,Females,2022,Persons,70.4
Alberta,Total population,Not in labour force 9,Both sexes,2022,Persons,"1,098.90"
Alberta,Total population,Not in labour force 9,Males,2022,Persons,473.2
Alberta,Total population,Not in labour force 9,Females,2022,Persons,625.7
Alberta,Total population,Population 5,Both sexes,2023,Persons,"3,756.00"
Alberta,Total population,Population 5,Males,2023,Persons,"1,876.50"
Alberta,Total population,Population 5,Females,2023,Persons,"1,879.50"
Alberta,Total population,Labour force 6,Both sexes,2023,Persons,"2,611.70"
Alberta,Total population,Labour force 6,Males,2023,Persons,"1,391.60"
Alberta,Total population,Labour force 6,Females,2023,Persons,"1,220.10"
Alberta,Total population,Employment 7,Both sexes,2023,Persons,"2,456.30"
Alberta,Total population,Employment 7,Males,2023,Persons,"1,307.70"
Alberta,Total population,Employment 7,Females,2023,Persons,"1,148.60"
Alberta,Total population,Unemployment 8,Both sexes,2023,Persons,155.4
Alberta,Total population,Unemployment 8,Males,2023,Persons,83.9
Alberta,Total population,Unemployment 8,Females,2023,Persons,71.6
Alberta,Total population,Not in labour force 9,Both sexes,2023,Persons,"1,144.30"
Alberta,Total population,Not in labour force 9,Males,2023,Persons,484.9
Alberta,Total population,Not in labour force 9,Females,2023,Persons,659.4
Alberta,Total population,Population 5,Both sexes,2024,Persons,"3,933.90"
Alberta,Total population,Population 5,Males,2024,Persons,"1,967.30"
Alberta,Total population,Population 5,Females,2024,Persons,"1,966.60"
Alberta,Total population,Labour force 6,Both sexes,2024,Persons,"2,725.30"
Alberta,Total population,Labour force 6,Males,2024,Persons,"1,459.90"
Alberta,Total population,Labour force 6,Females,2024,Persons,"1,265.40"
Alberta,Total population,Employment 7,Both sexes,2024,Persons,"2,534.10"
Alberta,Total population,Employment 7,Males,2024,Persons,"1,357.30"
Alberta,Total population,Employment 7,Females,2024,Persons,"1,176.80"
Alberta,Total population,Unemployment 8,Both sexes,2024,Persons,191.2
Alberta,Total population,Unemployment 8,Males,2024,Persons,102.6
Alberta,Total population,Unemployment 8,Females,2024,Persons,88.6
Alberta,Total population,Not in labour force 9,Both sexes,2024,Persons,"1,208.60"
Alberta,Total population,Not in labour force 9,Males,2024,Persons,507.4
Alberta,Total population,Not in labour force 9,Females,2024,Persons,701.2
Alberta,Total population,Unemployment rate 10,Both sexes,2020,Percentage,11.4
Alberta,Total population,Unemployment rate 10,Males,2020,Percentage,11.6
Alberta,Total population,Unemployment rate 10,Females,2020,Percentage,11.2
Alberta,Total population,Participation rate 11,Both sexes,2020,Percentage,68.8
Alberta,Total population,Participation rate 11,Males,2020,Percentage,74.7
Alberta,Total population,Participation rate 11,Females,2020,Percentage,62.9
Alberta,Total population,Employment rate 12,Both sexes,2020,Percentage,60.9
Alberta,Total population,Employment rate 12,Males,2020,Percentage,66
Alberta,Total population,Employment rate 12,Females,2020,Percentage,55.8
Alberta,Total population,Unemployment rate 10,Both sexes,2021,Percentage,8.7
Alberta,Total population,Unemployment rate 10,Males,2021,Percentage,8.7
Alberta,Total population,Unemployment rate 10,Females,2021,Percentage,8.6
Alberta,Total population,Participation rate 11,Both sexes,2021,Percentage,69.6
Alberta,Total population,Participation rate 11,Males,2021,Percentage,74.6
Alberta,Total population,Participation rate 11,Females,2021,Percentage,64.6
Alberta,Total population,Employment rate 12,Both sexes,2021,Percentage,63.6
Alberta,Total population,Employment rate 12,Males,2021,Percentage,68.2
Alberta,Total population,Employment rate 12,Females,2021,Percentage,59
Alberta,Total population,Unemployment rate 10,Both sexes,2022,Percentage,5.9
Alberta,Total population,Unemployment rate 10,Males,2022,Percentage,5.9
Alberta,Total population,Unemployment rate 10,Females,2022,Percentage,5.9
Alberta,Total population,Participation rate 11,Both sexes,2022,Percentage,69.6
Alberta,Total population,Participation rate 11,Males,2022,Percentage,73.8
Alberta,Total population,Participation rate 11,Females,2022,Percentage,65.4
Alberta,Total population,Employment rate 12,Both sexes,2022,Percentage,65.5
Alberta,Total population,Employment rate 12,Males,2022,Percentage,69.5
Alberta,Total population,Employment rate 12,Females,2022,Percentage,61.5
Alberta,Total population,Unemployment rate 10,Both sexes,2023,Percentage,6
Alberta,Total population,Unemployment rate 10,Males,2023,Percentage,6
Alberta,Total population,Unemployment rate 10,Females,2023,Percentage,5.9
Alberta,Total population,Participation rate 11,Both sexes,2023,Percentage,69.5
Alberta,Total population,Participation rate 11,Males,2023,Percentage,74.2
Alberta,Total population,Participation rate 11,Females,2023,Percentage,64.9
Alberta,Total population,Employment rate 12,Both sexes,2023,Percentage,65.4
Alberta,Total population,Employment rate 12,Males,2023,Percentage,69.7
Alberta,Total population,Employment rate 12,Females,2023,Percentage,61.1
Alberta,Total population,Unemployment rate 10,Both sexes,2024,Percentage,7
Alberta,Total population,Unemployment rate 10,Males,2024,Percentage,7
Alberta,Total population,Unemployment rate 10,Females,2024,Percentage,7
Alberta,Total population,Participation rate 11,Both sexes,2024,Percentage,69.3
Alberta,Total population,Participation rate 11,Males,2024,Percentage,74.2
Alberta,Total population,Participation rate 11,Females,2024,Percentage,64.3
Alberta,Total population,Employment rate 12,Both sexes,2024,Percentage,64.4
Alberta,Total population,Employment rate 12,Males,2024,Percentage,69
Alberta,Total population,Employment rate 12,Females,2024,Percentage,59.8
Alberta,Indigenous population,Population 5,Both sexes,2020,Persons,185.9
Alberta,Indigenous population,Population 5,Males,2020,Persons,89.3
Alberta,Indigenous population,Population 5,Females,2020,Persons,96.6
Alberta,Indigenous population,Labour force 6,Both sexes,2020,Persons,121
Alberta,Indigenous population,Labour force 6,Males,2020,Persons,63.8
Alberta,Indigenous population,Labour force 6,Females,2020,Persons,57.3
Alberta,Indigenous population,Employment 7,Both sexes,2020,Persons,99.2
Alberta,Indigenous population,Employment 7,Males,2020,Persons,52.8
Alberta,Indigenous population,Employment 7,Females,2020,Persons,46.4
Alberta,Indigenous population,Unemployment 8,Both sexes,2020,Persons,21.8
Alberta,Indigenous population,Unemployment 8,Males,2020,Persons,10.9
Alberta,Indigenous population,Unemployment 8,Females,2020,Persons,10.9
Alberta,Indigenous population,Not in labour force 9,Both sexes,2020,Persons,64.9
Alberta,Indigenous population,Not in labour force 9,Males,2020,Persons,25.5
Alberta,Indigenous population,Not in labour force 9,Females,2020,Persons,39.4
Alberta,Indigenous population,Population 5,Both sexes,2021,Persons,193.8
Alberta,Indigenous population,Population 5,Males,2021,Persons,93.6
Alberta,Indigenous population,Population 5,Females,2021,Persons,100.2
Alberta,Indigenous population,Labour force 6,Both sexes,2021,Persons,134.3
Alberta,Indigenous population,Labour force 6,Males,2021,Persons,71.3
Alberta,Indigenous population,Labour force 6,Females,2021,Persons,63
Alberta,Indigenous population,Employment 7,Both sexes,2021,Persons,117
Alberta,Indigenous population,Employment 7,Males,2021,Persons,63.2
Alberta,Indigenous population,Employment 7,Females,2021,Persons,53.8
Alberta,Indigenous population,Unemployment 8,Both sexes,2021,Persons,17.3
Alberta,Indigenous population,Unemployment 8,Males,2021,Persons,8.1
Alberta,Indigenous population,Unemployment 8,Females,2021,Persons,9.2
Alberta,Indigenous population,Not in labour force 9,Both sexes,2021,Persons,59.5
Alberta,Indigenous population,Not in labour force 9,Males,2021,Persons,22.3
Alberta,Indigenous population,Not in labour force 9,Females,2021,Persons,37.2
Alberta,Indigenous population,Population 5,Both sexes,2022,Persons,202.6
Alberta,Indigenous population,Population 5,Males,2022,Persons,98.7
Alberta,Indigenous population,Population 5,Females,2022,Persons,103.9
Alberta,Indigenous population,Labour force 6,Both sexes,2022,Persons,146.8
Alberta,Indigenous population,Labour force 6,Males,2022,Persons,76.5
Alberta,Indigenous population,Labour force 6,Females,2022,Persons,70.3
Alberta,Indigenous population,Employment 7,Both sexes,2022,Persons,134.1
Alberta,Indigenous population,Employment 7,Males,2022,Persons,70.3
Alberta,Indigenous population,Employment 7,Females,2022,Persons,63.8
Alberta,Indigenous population,Unemployment 8,Both sexes,2022,Persons,12.7
Alberta,Indigenous population,Unemployment 8,Males,2022,Persons,6.1
Alberta,Indigenous population,Unemployment 8,Females,2022,Persons,6.6
Alberta,Indigenous population,Not in labour force 9,Both sexes,2022,Persons,55.9
Alberta,Indigenous population,Not in labour force 9,Males,2022,Persons,22.2
Alberta,Indigenous population,Not in labour force 9,Females,2022,Persons,33.6
Alberta,Indigenous population,Population 5,Both sexes,2023,Persons,207.6
Alberta,Indigenous population,Population 5,Males,2023,Persons,101.5
Alberta,Indigenous population,Population 5,Females,2023,Persons,106.1
Alberta,Indigenous population,Labour force 6,Both sexes,2023,Persons,147.7
Alberta,Indigenous population,Labour force 6,Males,2023,Persons,75.2
Alberta,Indigenous population,Labour force 6,Females,2023,Persons,72.4
Alberta,Indigenous population,Employment 7,Both sexes,2023,Persons,132.2
Alberta,Indigenous population,Employment 7,Males,2023,Persons,67.5
Alberta,Indigenous population,Employment 7,Females,2023,Persons,64.7
Alberta,Indigenous population,Unemployment 8,Both sexes,2023,Persons,15.4
Alberta,Indigenous population,Unemployment 8,Males,2023,Persons,7.7
Alberta,Indigenous population,Unemployment 8,Females,2023,Persons,7.7
Alberta,Indigenous population,Not in labour force 9,Both sexes,2023,Persons,59.9
Alberta,Indigenous population,Not in labour force 9,Males,2023,Persons,26.3
Alberta,Indigenous population,Not in labour force 9,Females,2023,Persons,33.6
Alberta,Indigenous population,Population 5,Both sexes,2024,Persons,212.9
Alberta,Indigenous population,Population 5,Males,2024,Persons,104.3
Alberta,Indigenous population,Population 5,Females,2024,Persons,108.6
Alberta,Indigenous population,Labour force 6,Both sexes,2024,Persons,142.8
Alberta,Indigenous population,Labour force 6,Males,2024,Persons,75.3
Alberta,Indigenous population,Labour force 6,Females,2024,Persons,67.6
Alberta,Indigenous population,Employment 7,Both sexes,2024,Persons,127.7
Alberta,Indigenous population,Employment 7,Males,2024,Persons,66.7
Alberta,Indigenous population,Employment 7,Females,2024,Persons,60.9
Alberta,Indigenous population,Unemployment 8,Both sexes,2024,Persons,15.1
Alberta,Indigenous population,Unemployment 8,Males,2024,Persons,8.5
Alberta,Indigenous population,Unemployment 8,Females,2024,Persons,6.6
Alberta,Indigenous population,Not in labour force 9,Both sexes,2024,Persons,70.1
Alberta,Indigenous population,Not in labour force 9,Males,2024,Persons,29.1
Alberta,Indigenous population,Not in labour force 9,Females,2024,Persons,41
Alberta,Indigenous population,Unemployment rate 10,Both sexes,2020,Percentage,18
Alberta,Indigenous population,Unemployment rate 10,Males,2020,Percentage,17.1
Alberta,Indigenous population,Unemployment rate 10,Females,2020,Percentage,19
Alberta,Indigenous population,Participation rate 11,Both sexes,2020,Percentage,65.1
Alberta,Indigenous population,Participation rate 11,Males,2020,Percentage,71.4
Alberta,Indigenous population,Participation rate 11,Females,2020,Percentage,59.3
Alberta,Indigenous population,Employment rate 12,Both sexes,2020,Percentage,53.4
Alberta,Indigenous population,Employment rate 12,Males,2020,Percentage,59.2
Alberta,Indigenous population,Employment rate 12,Females,2020,Percentage,48
Alberta,Indigenous population,Unemployment rate 10,Both sexes,2021,Percentage,12.9
Alberta,Indigenous population,Unemployment rate 10,Males,2021,Percentage,11.4
Alberta,Indigenous population,Unemployment rate 10,Females,2021,Percentage,14.6
Alberta,Indigenous population,Participation rate 11,Both sexes,2021,Percentage,69.3
Alberta,Indigenous population,Participation rate 11,Males,2021,Percentage,76.2
Alberta,Indigenous population,Participation rate 11,Females,2021,Percentage,62.8
Alberta,Indigenous population,Employment rate 12,Both sexes,2021,Percentage,60.4
Alberta,Indigenous population,Employment rate 12,Males,2021,Percentage,67.5
Alberta,Indigenous population,Employment rate 12,Females,2021,Percentage,53.6
Alberta,Indigenous population,Unemployment rate 10,Both sexes,2022,Percentage,8.6
Alberta,Indigenous population,Unemployment rate 10,Males,2022,Percentage,8
Alberta,Indigenous population,Unemployment rate 10,Females,2022,Percentage,9.3
Alberta,Indigenous population,Participation rate 11,Both sexes,2022,Percentage,72.4
Alberta,Indigenous population,Participation rate 11,Males,2022,Percentage,77.5
Alberta,Indigenous population,Participation rate 11,Females,2022,Percentage,67.7
Alberta,Indigenous population,Employment rate 12,Both sexes,2022,Percentage,66.2
Alberta,Indigenous population,Employment rate 12,Males,2022,Percentage,71.3
Alberta,Indigenous population,Employment rate 12,Females,2022,Percentage,61.4
Alberta,Indigenous population,Unemployment rate 10,Both sexes,2023,Percentage,10.5
Alberta,Indigenous population,Unemployment rate 10,Males,2023,Percentage,10.2
Alberta,Indigenous population,Unemployment rate 10,Females,2023,Percentage,10.7
Alberta,Indigenous population,Participation rate 11,Both sexes,2023,Percentage,71.1
Alberta,Indigenous population,Participation rate 11,Males,2023,Percentage,74.1
Alberta,Indigenous population,Participation rate 11,Females,2023,Percentage,68.3
Alberta,Indigenous population,Employment rate 12,Both sexes,2023,Percentage,63.7
Alberta,Indigenous population,Employment rate 12,Males,2023,Percentage,66.5
Alberta,Indigenous population,Employment rate 12,Females,2023,Percentage,61
Alberta,Indigenous population,Unemployment rate 10,Both sexes,2024,Percentage,10.6
Alberta,Indigenous population,Unemployment rate 10,Males,2024,Percentage,11.3
Alberta,Indigenous population,Unemployment rate 10,Females,2024,Percentage,9.8
Alberta,Indigenous population,Participation rate 11,Both sexes,2024,Percentage,67.1
Alberta,Indigenous population,Participation rate 11,Males,2024,Percentage,72.1
Alberta,Indigenous population,Participation rate 11,Females,2024,Percentage,62.2
Alberta,Indigenous population,Employment rate 12,Both sexes,2024,Percentage,60
Alberta,Indigenous population,Employment rate 12,Males,2024,Percentage,64
Alberta,Indigenous population,Employment rate 12,Females,2024,Percentage,56.1
Alberta,Non-Indigenous population,Population 5,Both sexes,2020,Persons,"3,321.10"
Alberta,Non-Indigenous population,Population 5,Males,2020,Persons,"1,665.30"
Alberta,Non-Indigenous population,Population 5,Females,2020,Persons,"1,655.80"
Alberta,Non-Indigenous population,Labour force 6,Both sexes,2020,Persons,"2,291.10"
Alberta,Non-Indigenous population,Labour force 6,Males,2020,Persons,"1,246.40"
Alberta,Non-Indigenous population,Labour force 6,Females,2020,Persons,"1,044.70"
Alberta,Non-Indigenous population,Employment 7,Both sexes,2020,Persons,"2,037.40"
Alberta,Non-Indigenous population,Employment 7,Males,2020,Persons,"1,105.10"
Alberta,Non-Indigenous population,Employment 7,Females,2020,Persons,932.3
Alberta,Non-Indigenous population,Unemployment 8,Both sexes,2020,Persons,253.7
Alberta,Non-Indigenous population,Unemployment 8,Males,2020,Persons,141.2
Alberta,Non-Indigenous population,Unemployment 8,Females,2020,Persons,112.4
Alberta,Non-Indigenous population,Not in labour force 9,Both sexes,2020,Persons,"1,030.00"
Alberta,Non-Indigenous population,Not in labour force 9,Males,2020,Persons,418.9
Alberta,Non-Indigenous population,Not in labour force 9,Females,2020,Persons,611.1
Alberta,Non-Indigenous population,Population 5,Both sexes,2021,Persons,"3,349.90"
Alberta,Non-Indigenous population,Population 5,Males,2021,Persons,"1,677.80"
Alberta,Non-Indigenous population,Population 5,Females,2021,Persons,"1,672.00"
Alberta,Non-Indigenous population,Labour force 6,Both sexes,2021,Persons,"2,332.70"
Alberta,Non-Indigenous population,Labour force 6,Males,2021,Persons,"1,251.00"
Alberta,Non-Indigenous population,Labour force 6,Females,2021,Persons,"1,081.70"
Alberta,Non-Indigenous population,Employment 7,Both sexes,2021,Persons,"2,136.40"
Alberta,Non-Indigenous population,Employment 7,Males,2021,Persons,"1,144.20"
Alberta,Non-Indigenous population,Employment 7,Females,2021,Persons,992.1
Alberta,Non-Indigenous population,Unemployment 8,Both sexes,2021,Persons,196.3
Alberta,Non-Indigenous population,Unemployment 8,Males,2021,Persons,106.7
Alberta,Non-Indigenous population,Unemployment 8,Females,2021,Persons,89.5
Alberta,Non-Indigenous population,Not in labour force 9,Both sexes,2021,Persons,"1,017.20"
Alberta,Non-Indigenous population,Not in labour force 9,Males,2021,Persons,426.8
Alberta,Non-Indigenous population,Not in labour force 9,Females,2021,Persons,590.3
Alberta,Non-Indigenous population,Population 5,Both sexes,2022,Persons,"3,414.00"
Alberta,Non-Indigenous population,Population 5,Males,2022,Persons,"1,707.90"
Alberta,Non-Indigenous population,Population 5,Females,2022,Persons,"1,706.10"
Alberta,Non-Indigenous population,Labour force 6,Both sexes,2022,Persons,"2,370.90"
Alberta,Non-Indigenous population,Labour force 6,Males,2022,Persons,"1,256.90"
Alberta,Non-Indigenous population,Labour force 6,Females,2022,Persons,"1,114.00"
Alberta,Non-Indigenous population,Employment 7,Both sexes,2022,Persons,"2,234.70"
Alberta,Non-Indigenous population,Employment 7,Males,2022,Persons,"1,184.60"
Alberta,Non-Indigenous population,Employment 7,Females,2022,Persons,"1,050.20"
Alberta,Non-Indigenous population,Unemployment 8,Both sexes,2022,Persons,136.2
Alberta,Non-Indigenous population,Unemployment 8,Males,2022,Persons,72.3
Alberta,Non-Indigenous population,Unemployment 8,Females,2022,Persons,63.9
Alberta,Non-Indigenous population,Not in labour force 9,Both sexes,2022,Persons,"1,043.00"
Alberta,Non-Indigenous population,Not in labour force 9,Males,2022,Persons,451
Alberta,Non-Indigenous population,Not in labour force 9,Females,2022,Persons,592
Alberta,Non-Indigenous population,Population 5,Both sexes,2023,Persons,"3,548.40"
Alberta,Non-Indigenous population,Population 5,Males,2023,Persons,"1,775.00"
Alberta,Non-Indigenous population,Population 5,Females,2023,Persons,"1,773.50"
Alberta,Non-Indigenous population,Labour force 6,Both sexes,2023,Persons,"2,464.00"
Alberta,Non-Indigenous population,Labour force 6,Males,2023,Persons,"1,316.30"
Alberta,Non-Indigenous population,Labour force 6,Females,2023,Persons,"1,147.70"
Alberta,Non-Indigenous population,Employment 7,Both sexes,2023,Persons,"2,324.00"
Alberta,Non-Indigenous population,Employment 7,Males,2023,Persons,"1,240.20"
Alberta,Non-Indigenous population,Employment 7,Females,2023,Persons,"1,083.90"
Alberta,Non-Indigenous population,Unemployment 8,Both sexes,2023,Persons,140
Alberta,Non-Indigenous population,Unemployment 8,Males,2023,Persons,76.2
Alberta,Non-Indigenous population,Unemployment 8,Females,2023,Persons,63.8
Alberta,Non-Indigenous population,Not in labour force 9,Both sexes,2023,Persons,"1,084.40"
Alberta,Non-Indigenous population,Not in labour force 9,Males,2023,Persons,458.6
Alberta,Non-Indigenous population,Not in labour force 9,Females,2023,Persons,625.8
Alberta,Non-Indigenous population,Population 5,Both sexes,2024,Persons,"3,721.00"
Alberta,Non-Indigenous population,Population 5,Males,2024,Persons,"1,862.90"
Alberta,Non-Indigenous population,Population 5,Females,2024,Persons,"1,858.10"
Alberta,Non-Indigenous population,Labour force 6,Both sexes,2024,Persons,"2,582.50"
Alberta,Non-Indigenous population,Labour force 6,Males,2024,Persons,"1,384.70"
Alberta,Non-Indigenous population,Labour force 6,Females,2024,Persons,"1,197.90"
Alberta,Non-Indigenous population,Employment 7,Both sexes,2024,Persons,"2,406.40"
Alberta,Non-Indigenous population,Employment 7,Males,2024,Persons,"1,290.50"
Alberta,Non-Indigenous population,Employment 7,Females,2024,Persons,"1,115.90"
Alberta,Non-Indigenous population,Unemployment 8,Both sexes,2024,Persons,176.1
Alberta,Non-Indigenous population,Unemployment 8,Males,2024,Persons,94.1
Alberta,Non-Indigenous population,Unemployment 8,Females,2024,Persons,82
Alberta,Non-Indigenous population,Not in labour force 9,Both sexes,2024,Persons,"1,138.50"
Alberta,Non-Indigenous population,Not in labour force 9,Males,2024,Persons,478.3
Alberta,Non-Indigenous population,Not in labour force 9,Females,2024,Persons,660.2
Alberta,Non-Indigenous population,Unemployment rate 10,Both sexes,2020,Percentage,11.1
Alberta,Non-Indigenous population,Unemployment rate 10,Males,2020,Percentage,11.3
Alberta,Non-Indigenous population,Unemployment rate 10,Females,2020,Percentage,10.8
Alberta,Non-Indigenous population,Participation rate 11,Both sexes,2020,Percentage,69
Alberta,Non-Indigenous population,Participation rate 11,Males,2020,Percentage,74.8
Alberta,Non-Indigenous population,Participation rate 11,Females,2020,Percentage,63.1
Alberta,Non-Indigenous population,Employment rate 12,Both sexes,2020,Percentage,61.3
Alberta,Non-Indigenous population,Employment rate 12,Males,2020,Percentage,66.4
Alberta,Non-Indigenous population,Employment rate 12,Females,2020,Percentage,56.3
Alberta,Non-Indigenous population,Unemployment rate 10,Both sexes,2021,Percentage,8.4
Alberta,Non-Indigenous population,Unemployment rate 10,Males,2021,Percentage,8.5
Alberta,Non-Indigenous population,Unemployment rate 10,Females,2021,Percentage,8.3
Alberta,Non-Indigenous population,Participation rate 11,Both sexes,2021,Percentage,69.6
Alberta,Non-Indigenous population,Participation rate 11,Males,2021,Percentage,74.6
Alberta,Non-Indigenous population,Participation rate 11,Females,2021,Percentage,64.7
Alberta,Non-Indigenous population,Employment rate 12,Both sexes,2021,Percentage,63.8
Alberta,Non-Indigenous population,Employment rate 12,Males,2021,Percentage,68.2
Alberta,Non-Indigenous population,Employment rate 12,Females,2021,Percentage,59.3
Alberta,Non-Indigenous population,Unemployment rate 10,Both sexes,2022,Percentage,5.7
Alberta,Non-Indigenous population,Unemployment rate 10,Males,2022,Percentage,5.8
Alberta,Non-Indigenous population,Unemployment rate 10,Females,2022,Percentage,5.7
Alberta,Non-Indigenous population,Participation rate 11,Both sexes,2022,Percentage,69.4
Alberta,Non-Indigenous population,Participation rate 11,Males,2022,Percentage,73.6
Alberta,Non-Indigenous population,Participation rate 11,Females,2022,Percentage,65.3
Alberta,Non-Indigenous population,Employment rate 12,Both sexes,2022,Percentage,65.5
Alberta,Non-Indigenous population,Employment rate 12,Males,2022,Percentage,69.4
Alberta,Non-Indigenous population,Employment rate 12,Females,2022,Percentage,61.6
Alberta,Non-Indigenous population,Unemployment rate 10,Both sexes,2023,Percentage,5.7
Alberta,Non-Indigenous population,Unemployment rate 10,Males,2023,Percentage,5.8
Alberta,Non-Indigenous population,Unemployment rate 10,Females,2023,Percentage,5.6
Alberta,Non-Indigenous population,Participation rate 11,Both sexes,2023,Percentage,69.4
Alberta,Non-Indigenous population,Participation rate 11,Males,2023,Percentage,74.2
Alberta,Non-Indigenous population,Participation rate 11,Females,2023,Percentage,64.7
Alberta,Non-Indigenous population,Employment rate 12,Both sexes,2023,Percentage,65.5
Alberta,Non-Indigenous population,Employment rate 12,Males,2023,Percentage,69.9
Alberta,Non-Indigenous population,Employment rate 12,Females,2023,Percentage,61.1
Alberta,Non-Indigenous population,Unemployment rate 10,Both sexes,2024,Percentage,6.8
Alberta,Non-Indigenous population,Unemployment rate 10,Males,2024,Percentage,6.8
Alberta,Non-Indigenous population,Unemployment rate 10,Females,2024,Percentage,6.8
Alberta,Non-Indigenous population,Participation rate 11,Both sexes,2024,Percentage,69.4
Alberta,Non-Indigenous population,Participation rate 11,Males,2024,Percentage,74.3
Alberta,Non-Indigenous population,Participation rate 11,Females,2024,Percentage,64.5
Alberta,Non-Indigenous population,Employment rate 12,Both sexes,2024,Percentage,64.7
Alberta,Non-Indigenous population,Employment rate 12,Males,2024,Percentage,69.3
Alberta,Non-Indigenous population,Employment rate 12,Females,2024,Percentage,60.1
British Columbia,Total population,Population 5,Both sexes,2020,Persons,"4,299.70"
British Columbia,Total population,Population 5,Males,2020,Persons,"2,110.50"
British Columbia,Total population,Population 5,Females,2020,Persons,"2,189.10"
British Columbia,Total population,Labour force 6,Both sexes,2020,Persons,"2,756.80"
British Columbia,Total population,Labour force 6,Males,2020,Persons,"1,447.20"
British Columbia,Total population,Labour force 6,Females,2020,Persons,"1,309.60"
British Columbia,Total population,Employment 7,Both sexes,2020,Persons,"2,504.40"
British Columbia,Total population,Employment 7,Males,2020,Persons,"1,313.40"
British Columbia,Total population,Employment 7,Females,2020,Persons,"1,191.00"
British Columbia,Total population,Unemployment 8,Both sexes,2020,Persons,252.4
British Columbia,Total population,Unemployment 8,Males,2020,Persons,133.8
British Columbia,Total population,Unemployment 8,Females,2020,Persons,118.7
British Columbia,Total population,Not in labour force 9,Both sexes,2020,Persons,"1,542.90"
British Columbia,Total population,Not in labour force 9,Males,2020,Persons,663.4
British Columbia,Total population,Not in labour force 9,Females,2020,Persons,879.5
British Columbia,Total population,Population 5,Both sexes,2021,Persons,"4,349.70"
British Columbia,Total population,Population 5,Males,2021,Persons,"2,133.40"
British Columbia,Total population,Population 5,Females,2021,Persons,"2,216.30"
British Columbia,Total population,Labour force 6,Both sexes,2021,Persons,"2,849.20"
British Columbia,Total population,Labour force 6,Males,2021,Persons,"1,495.20"
British Columbia,Total population,Labour force 6,Females,2021,Persons,"1,354.00"
British Columbia,Total population,Employment 7,Both sexes,2021,Persons,"2,658.70"
British Columbia,Total population,Employment 7,Males,2021,Persons,"1,394.60"
British Columbia,Total population,Employment 7,Females,2021,Persons,"1,264.10"
British Columbia,Total population,Unemployment 8,Both sexes,2021,Persons,190.5
British Columbia,Total population,Unemployment 8,Males,2021,Persons,100.6
British Columbia,Total population,Unemployment 8,Females,2021,Persons,89.9
British Columbia,Total population,Not in labour force 9,Both sexes,2021,Persons,"1,500.50"
British Columbia,Total population,Not in labour force 9,Males,2021,Persons,638.2
British Columbia,Total population,Not in labour force 9,Females,2021,Persons,862.3
British Columbia,Total population,Population 5,Both sexes,2022,Persons,"4,425.90"
British Columbia,Total population,Population 5,Males,2022,Persons,"2,169.50"
British Columbia,Total population,Population 5,Females,2022,Persons,"2,256.40"
British Columbia,Total population,Labour force 6,Both sexes,2022,Persons,"2,877.40"
British Columbia,Total population,Labour force 6,Males,2022,Persons,"1,494.30"
