Geography,Population,Labour_Metric,Sex,Year,Indicator,Value
Atlantic region,Non-Indigenous population,Participation rate 11,Females,2024,Percentage,58
Atlantic region,Non-Indigenous population,Employment rate 12,Both sexes,2024,Percentage,56.6
Atlantic region,Non-Indigenous population,Employment rate 12,Males,2024,Percentage,58.8
Atlantic region,Non-Indigenous population,Employment rate 12,Females,2024,Percentage,54.5
Quebec,Total population,Population 5,Both sexes,2020,Persons,"7,053.50"
Quebec,Total population,Population 5,Males,2020,Persons,"3,514.40"
Quebec,Total population,Population 5,Females,2020,Persons,"3,539.10"
Quebec,Total population,Labour force 6,Both sexes,2020,Persons,"4,487.20"
Quebec,Total population,Labour force 6,Males,2020,Persons,"2,371.50"
Quebec,Total population,Labour force 6,Females,2020,Persons,"2,115.70"
Quebec,Total population,Employment 7,Both sexes,2020,Persons,"4,085.10"
Quebec,Total population,Employment 7,Males,2020,Persons,"2,154.90"
Quebec,Total population,Employment 7,Females,2020,Persons,"1,930.20"
Quebec,Total population,Unemployment 8,Both sexes,2020,Persons,402.1
Quebec,Total population,Unemployment 8,Males,2020,Persons,216.6
Quebec,Total population,Unemployment 8,Females,2020,Persons,185.6
Quebec,Total population,Not in labour force 9,Both sexes,2020,Persons,"2,566.30"
Quebec,Total population,Not in labour force 9,Males,2020,Persons,"1,142.90"
Quebec,Total population,Not in labour force 9,Females,2020,Persons,"1,423.40"
Quebec,Total population,Population 5,Both sexes,2021,Persons,"7,098.90"
Quebec,Total population,Population 5,Males,2021,Persons,"3,538.80"
Quebec,Total population,Population 5,Females,2021,Persons,"3,560.10"
Quebec,Total population,Labour force 6,Both sexes,2021,Persons,"4,546.80"
Quebec,Total population,Labour force 6,Males,2021,Persons,"2,400.00"
Quebec,Total population,Labour force 6,Females,2021,Persons,"2,146.80"
Quebec,Total population,Employment 7,Both sexes,2021,Persons,"4,266.70"
Quebec,Total population,Employment 7,Males,2021,Persons,"2,244.50"
Quebec,Total population,Employment 7,Females,2021,Persons,"2,022.20"
Quebec,Total population,Unemployment 8,Both sexes,2021,Persons,280.2
Quebec,Total population,Unemployment 8,Males,2021,Persons,155.5
Quebec,Total population,Unemployment 8,Females,2021,Persons,124.6
Quebec,Total population,Not in labour force 9,Both sexes,2021,Persons,"2,552.10"
Quebec,Total population,Not in labour force 9,Males,2021,Persons,"1,138.80"
Quebec,Total population,Not in labour force 9,Females,2021,Persons,"1,413.30"
Quebec,Total population,Population 5,Both sexes,2022,Persons,"7,156.20"
Quebec,Total population,Population 5,Males,2022,Persons,"3,568.00"
Quebec,Total population,Population 5,Females,2022,Persons,"3,588.20"
Quebec,Total population,Labour force 6,Both sexes,2022,Persons,"4,607.30"
Quebec,Total population,Labour force 6,Males,2022,Persons,"2,424.30"
Quebec,Total population,Labour force 6,Females,2022,Persons,"2,183.00"
Quebec,Total population,Employment 7,Both sexes,2022,Persons,"4,408.60"
Quebec,Total population,Employment 7,Males,2022,Persons,"2,314.40"
Quebec,Total population,Employment 7,Females,2022,Persons,"2,094.20"
Quebec,Total population,Unemployment 8,Both sexes,2022,Persons,198.7
Quebec,Total population,Unemployment 8,Males,2022,Persons,109.9
Quebec,Total population,Unemployment 8,Females,2022,Persons,88.8
Quebec,Total population,Not in labour force 9,Both sexes,2022,Persons,"2,548.90"
Quebec,Total population,Not in labour force 9,Males,2022,Persons,"1,143.70"
Quebec,Total population,Not in labour force 9,Females,2022,Persons,"1,405.20"
Quebec,Total population,Population 5,Both sexes,2023,Persons,"7,259.80"
Quebec,Total population,Population 5,Males,2023,Persons,"3,624.40"
Quebec,Total population,Population 5,Females,2023,Persons,"3,635.40"
Quebec,Total population,Labour force 6,Both sexes,2023,Persons,"4,716.20"
Quebec,Total population,Labour force 6,Males,2023,Persons,"2,481.40"
Quebec,Total population,Labour force 6,Females,2023,Persons,"2,234.70"
Quebec,Total population,Employment 7,Both sexes,2023,Persons,"4,506.00"
Quebec,Total population,Employment 7,Males,2023,Persons,"2,360.20"
Quebec,Total population,Employment 7,Females,2023,Persons,"2,145.80"
Quebec,Total population,Unemployment 8,Both sexes,2023,Persons,210.2
Quebec,Total population,Unemployment 8,Males,2023,Persons,121.3
Quebec,Total population,Unemployment 8,Females,2023,Persons,88.9
Quebec,Total population,Not in labour force 9,Both sexes,2023,Persons,"2,543.60"
Quebec,Total population,Not in labour force 9,Males,2023,Persons,"1,143.00"
Quebec,Total population,Not in labour force 9,Females,2023,Persons,"1,400.70"
Quebec,Total population,Population 5,Both sexes,2024,Persons,"7,432.20"
Quebec,Total population,Population 5,Males,2024,Persons,"3,722.50"
Quebec,Total population,Population 5,Females,2024,Persons,"3,709.60"
Quebec,Total population,Labour force 6,Both sexes,2024,Persons,"4,794.30"
Quebec,Total population,Labour force 6,Males,2024,Persons,"2,522.10"
Quebec,Total population,Labour force 6,Females,2024,Persons,"2,272.10"
Quebec,Total population,Employment 7,Both sexes,2024,Persons,"4,541.90"
Quebec,Total population,Employment 7,Males,2024,Persons,"2,380.00"
Quebec,Total population,Employment 7,Females,2024,Persons,"2,162.00"
Quebec,Total population,Unemployment 8,Both sexes,2024,Persons,252.4
Quebec,Total population,Unemployment 8,Males,2024,Persons,142.2
Quebec,Total population,Unemployment 8,Females,2024,Persons,110.2
Quebec,Total population,Not in labour force 9,Both sexes,2024,Persons,"2,637.90"
Quebec,Total population,Not in labour force 9,Males,2024,Persons,"1,200.40"
Quebec,Total population,Not in labour force 9,Females,2024,Persons,"1,437.50"
Quebec,Total population,Unemployment rate 10,Both sexes,2020,Percentage,9
Quebec,Total population,Unemployment rate 10,Males,2020,Percentage,9.1
Quebec,Total population,Unemployment rate 10,Females,2020,Percentage,8.8
Quebec,Total population,Participation rate 11,Both sexes,2020,Percentage,63.6
Quebec,Total population,Participation rate 11,Males,2020,Percentage,67.5
Quebec,Total population,Participation rate 11,Females,2020,Percentage,59.8
Quebec,Total population,Employment rate 12,Both sexes,2020,Percentage,57.9
Quebec,Total population,Employment rate 12,Males,2020,Percentage,61.3
Quebec,Total population,Employment rate 12,Females,2020,Percentage,54.5
Quebec,Total population,Unemployment rate 10,Both sexes,2021,Percentage,6.2
Quebec,Total population,Unemployment rate 10,Males,2021,Percentage,6.5
Quebec,Total population,Unemployment rate 10,Females,2021,Percentage,5.8
Quebec,Total population,Participation rate 11,Both sexes,2021,Percentage,64
Quebec,Total population,Participation rate 11,Males,2021,Percentage,67.8
Quebec,Total population,Participation rate 11,Females,2021,Percentage,60.3
Quebec,Total population,Employment rate 12,Both sexes,2021,Percentage,60.1
Quebec,Total population,Employment rate 12,Males,2021,Percentage,63.4
Quebec,Total population,Employment rate 12,Females,2021,Percentage,56.8
Quebec,Total population,Unemployment rate 10,Both sexes,2022,Percentage,4.3
Quebec,Total population,Unemployment rate 10,Males,2022,Percentage,4.5
Quebec,Total population,Unemployment rate 10,Females,2022,Percentage,4.1
Quebec,Total population,Participation rate 11,Both sexes,2022,Percentage,64.4
Quebec,Total population,Participation rate 11,Males,2022,Percentage,67.9
Quebec,Total population,Participation rate 11,Females,2022,Percentage,60.8
Quebec,Total population,Employment rate 12,Both sexes,2022,Percentage,61.6
Quebec,Total population,Employment rate 12,Males,2022,Percentage,64.9
Quebec,Total population,Employment rate 12,Females,2022,Percentage,58.4
Quebec,Total population,Unemployment rate 10,Both sexes,2023,Percentage,4.5
Quebec,Total population,Unemployment rate 10,Males,2023,Percentage,4.9
Quebec,Total population,Unemployment rate 10,Females,2023,Percentage,4
Quebec,Total population,Participation rate 11,Both sexes,2023,Percentage,65
Quebec,Total population,Participation rate 11,Males,2023,Percentage,68.5
Quebec,Total population,Participation rate 11,Females,2023,Percentage,61.5
Quebec,Total population,Employment rate 12,Both sexes,2023,Percentage,62.1
Quebec,Total population,Employment rate 12,Males,2023,Percentage,65.1
Quebec,Total population,Employment rate 12,Females,2023,Percentage,59
Quebec,Total population,Unemployment rate 10,Both sexes,2024,Percentage,5.3
Quebec,Total population,Unemployment rate 10,Males,2024,Percentage,5.6
Quebec,Total population,Unemployment rate 10,Females,2024,Percentage,4.8
Quebec,Total population,Participation rate 11,Both sexes,2024,Percentage,64.5
Quebec,Total population,Participation rate 11,Males,2024,Percentage,67.8
Quebec,Total population,Participation rate 11,Females,2024,Percentage,61.2
Quebec,Total population,Employment rate 12,Both sexes,2024,Percentage,61.1
Quebec,Total population,Employment rate 12,Males,2024,Percentage,63.9
Quebec,Total population,Employment rate 12,Females,2024,Percentage,58.3
Quebec,Indigenous population,Population 5,Both sexes,2020,Persons,135
Quebec,Indigenous population,Population 5,Males,2020,Persons,68.3
Quebec,Indigenous population,Population 5,Females,2020,Persons,66.6
Quebec,Indigenous population,Labour force 6,Both sexes,2020,Persons,72.7
Quebec,Indigenous population,Labour force 6,Males,2020,Persons,37.3
Quebec,Indigenous population,Labour force 6,Females,2020,Persons,35.4
Quebec,Indigenous population,Employment 7,Both sexes,2020,Persons,63
Quebec,Indigenous population,Employment 7,Males,2020,Persons,31
Quebec,Indigenous population,Employment 7,Females,2020,Persons,32
Quebec,Indigenous population,Unemployment 8,Both sexes,2020,Persons,9.7
Quebec,Indigenous population,Unemployment 8,Males,2020,Persons,6.3
Quebec,Indigenous population,Unemployment 8,Females,2020,Persons,
Quebec,Indigenous population,Not in labour force 9,Both sexes,2020,Persons,62.3
Quebec,Indigenous population,Not in labour force 9,Males,2020,Persons,31
Quebec,Indigenous population,Not in labour force 9,Females,2020,Persons,31.3
Quebec,Indigenous population,Population 5,Both sexes,2021,Persons,139.6
Quebec,Indigenous population,Population 5,Males,2021,Persons,70.7
Quebec,Indigenous population,Population 5,Females,2021,Persons,68.9
Quebec,Indigenous population,Labour force 6,Both sexes,2021,Persons,78.9
Quebec,Indigenous population,Labour force 6,Males,2021,Persons,39.1
Quebec,Indigenous population,Labour force 6,Females,2021,Persons,39.7
Quebec,Indigenous population,Employment 7,Both sexes,2021,Persons,72
Quebec,Indigenous population,Employment 7,Males,2021,Persons,35
Quebec,Indigenous population,Employment 7,Females,2021,Persons,37
Quebec,Indigenous population,Unemployment 8,Both sexes,2021,Persons,6.9
Quebec,Indigenous population,Unemployment 8,Males,2021,Persons,4.2
Quebec,Indigenous population,Unemployment 8,Females,2021,Persons,
Quebec,Indigenous population,Not in labour force 9,Both sexes,2021,Persons,60.7
Quebec,Indigenous population,Not in labour force 9,Males,2021,Persons,31.5
Quebec,Indigenous population,Not in labour force 9,Females,2021,Persons,29.1
Quebec,Indigenous population,Population 5,Both sexes,2022,Persons,143
Quebec,Indigenous population,Population 5,Males,2022,Persons,72.1
Quebec,Indigenous population,Population 5,Females,2022,Persons,70.8
Quebec,Indigenous population,Labour force 6,Both sexes,2022,Persons,91.4
Quebec,Indigenous population,Labour force 6,Males,2022,Persons,47.9
Quebec,Indigenous population,Labour force 6,Females,2022,Persons,43.5
Quebec,Indigenous population,Employment 7,Both sexes,2022,Persons,84.6
Quebec,Indigenous population,Employment 7,Males,2022,Persons,45.5
Quebec,Indigenous population,Employment 7,Females,2022,Persons,39.1
Quebec,Indigenous population,Unemployment 8,Both sexes,2022,Persons,6.8
Quebec,Indigenous population,Unemployment 8,Males,2022,Persons,
Quebec,Indigenous population,Unemployment 8,Females,2022,Persons,
Quebec,Indigenous population,Not in labour force 9,Both sexes,2022,Persons,51.5
Quebec,Indigenous population,Not in labour force 9,Males,2022,Persons,24.2
Quebec,Indigenous population,Not in labour force 9,Females,2022,Persons,27.3
Quebec,Indigenous population,Population 5,Both sexes,2023,Persons,146.9
Quebec,Indigenous population,Population 5,Males,2023,Persons,73.8
Quebec,Indigenous population,Population 5,Females,2023,Persons,73.1
Quebec,Indigenous population,Labour force 6,Both sexes,2023,Persons,81.9
Quebec,Indigenous population,Labour force 6,Males,2023,Persons,45.7
Quebec,Indigenous population,Labour force 6,Females,2023,Persons,36.1
Quebec,Indigenous population,Employment 7,Both sexes,2023,Persons,77
Quebec,Indigenous population,Employment 7,Males,2023,Persons,43.5
Quebec,Indigenous population,Employment 7,Females,2023,Persons,33.6
Quebec,Indigenous population,Unemployment 8,Both sexes,2023,Persons,4.8
Quebec,Indigenous population,Unemployment 8,Males,2023,Persons,
Quebec,Indigenous population,Unemployment 8,Females,2023,Persons,
Quebec,Indigenous population,Not in labour force 9,Both sexes,2023,Persons,65
Quebec,Indigenous population,Not in labour force 9,Males,2023,Persons,28
Quebec,Indigenous population,Not in labour force 9,Females,2023,Persons,37
Quebec,Indigenous population,Population 5,Both sexes,2024,Persons,151.7
Quebec,Indigenous population,Population 5,Males,2024,Persons,76
Quebec,Indigenous population,Population 5,Females,2024,Persons,75.6
Quebec,Indigenous population,Labour force 6,Both sexes,2024,Persons,93.5
Quebec,Indigenous population,Labour force 6,Males,2024,Persons,48.8
Quebec,Indigenous population,Labour force 6,Females,2024,Persons,44.7
Quebec,Indigenous population,Employment 7,Both sexes,2024,Persons,87
Quebec,Indigenous population,Employment 7,Males,2024,Persons,45.2
Quebec,Indigenous population,Employment 7,Females,2024,Persons,41.8
Quebec,Indigenous population,Unemployment 8,Both sexes,2024,Persons,6.5
Quebec,Indigenous population,Unemployment 8,Males,2024,Persons,3.6
Quebec,Indigenous population,Unemployment 8,Females,2024,Persons,2.8
Quebec,Indigenous population,Not in labour force 9,Both sexes,2024,Persons,58.2
Quebec,Indigenous population,Not in labour force 9,Males,2024,Persons,27.2
Quebec,Indigenous population,Not in labour force 9,Females,2024,Persons,31
Quebec,Indigenous population,Unemployment rate 10,Both sexes,2020,Percentage,13.3
Quebec,Indigenous population,Unemployment rate 10,Males,2020,Percentage,16.8
Quebec,Indigenous population,Unemployment rate 10,Females,2020,Percentage,
Quebec,Indigenous population,Participation rate 11,Both sexes,2020,Percentage,53.8
Quebec,Indigenous population,Participation rate 11,Males,2020,Percentage,54.6
Quebec,Indigenous population,Participation rate 11,Females,2020,Percentage,53.1
Quebec,Indigenous population,Employment rate 12,Both sexes,2020,Percentage,46.7
Quebec,Indigenous population,Employment rate 12,Males,2020,Percentage,45.4
Quebec,Indigenous population,Employment rate 12,Females,2020,Percentage,48
Quebec,Indigenous population,Unemployment rate 10,Both sexes,2021,Percentage,8.8
Quebec,Indigenous population,Unemployment rate 10,Males,2021,Percentage,10.7
Quebec,Indigenous population,Unemployment rate 10,Females,2021,Percentage,
Quebec,Indigenous population,Participation rate 11,Both sexes,2021,Percentage,56.5
Quebec,Indigenous population,Participation rate 11,Males,2021,Percentage,55.4
Quebec,Indigenous population,Participation rate 11,Females,2021,Percentage,57.7
Quebec,Indigenous population,Employment rate 12,Both sexes,2021,Percentage,51.6
Quebec,Indigenous population,Employment rate 12,Males,2021,Percentage,49.5
Quebec,Indigenous population,Employment rate 12,Females,2021,Percentage,53.7
Quebec,Indigenous population,Unemployment rate 10,Both sexes,2022,Percentage,7.5
Quebec,Indigenous population,Unemployment rate 10,Males,2022,Percentage,
Quebec,Indigenous population,Unemployment rate 10,Females,2022,Percentage,
Quebec,Indigenous population,Participation rate 11,Both sexes,2022,Percentage,64
Quebec,Indigenous population,Participation rate 11,Males,2022,Percentage,66.5
Quebec,Indigenous population,Participation rate 11,Females,2022,Percentage,61.4
Quebec,Indigenous population,Employment rate 12,Both sexes,2022,Percentage,59.2
Quebec,Indigenous population,Employment rate 12,Males,2022,Percentage,63.1
Quebec,Indigenous population,Employment rate 12,Females,2022,Percentage,55.2
Quebec,Indigenous population,Unemployment rate 10,Both sexes,2023,Percentage,5.9
Quebec,Indigenous population,Unemployment rate 10,Males,2023,Percentage,
Quebec,Indigenous population,Unemployment rate 10,Females,2023,Percentage,
Quebec,Indigenous population,Participation rate 11,Both sexes,2023,Percentage,55.7
Quebec,Indigenous population,Participation rate 11,Males,2023,Percentage,62
Quebec,Indigenous population,Participation rate 11,Females,2023,Percentage,49.4
Quebec,Indigenous population,Employment rate 12,Both sexes,2023,Percentage,52.5
Quebec,Indigenous population,Employment rate 12,Males,2023,Percentage,58.9
Quebec,Indigenous population,Employment rate 12,Females,2023,Percentage,46
Quebec,Indigenous population,Unemployment rate 10,Both sexes,2024,Percentage,6.9
Quebec,Indigenous population,Unemployment rate 10,Males,2024,Percentage,7.4
Quebec,Indigenous population,Unemployment rate 10,Females,2024,Percentage,6.4
Quebec,Indigenous population,Participation rate 11,Both sexes,2024,Percentage,61.6
Quebec,Indigenous population,Participation rate 11,Males,2024,Percentage,64.2
Quebec,Indigenous population,Participation rate 11,Females,2024,Percentage,59.1
Quebec,Indigenous population,Employment rate 12,Both sexes,2024,Percentage,57.4
Quebec,Indigenous population,Employment rate 12,Males,2024,Percentage,59.4
Quebec,Indigenous population,Employment rate 12,Females,2024,Percentage,55.3
Quebec,Non-Indigenous population,Population 5,Both sexes,2020,Persons,"6,918.50"
Quebec,Non-Indigenous population,Population 5,Males,2020,Persons,"3,446.10"
Quebec,Non-Indigenous population,Population 5,Females,2020,Persons,"3,472.40"
Quebec,Non-Indigenous population,Labour force 6,Both sexes,2020,Persons,"4,414.50"
Quebec,Non-Indigenous population,Labour force 6,Males,2020,Persons,"2,334.20"
Quebec,Non-Indigenous population,Labour force 6,Females,2020,Persons,"2,080.30"
Quebec,Non-Indigenous population,Employment 7,Both sexes,2020,Persons,"4,022.00"
Quebec,Non-Indigenous population,Employment 7,Males,2020,Persons,"2,123.90"
Quebec,Non-Indigenous population,Employment 7,Females,2020,Persons,"1,898.20"
Quebec,Non-Indigenous population,Unemployment 8,Both sexes,2020,Persons,392.5
Quebec,Non-Indigenous population,Unemployment 8,Males,2020,Persons,210.3
Quebec,Non-Indigenous population,Unemployment 8,Females,2020,Persons,182.2
Quebec,Non-Indigenous population,Not in labour force 9,Both sexes,2020,Persons,"2,504.00"
Quebec,Non-Indigenous population,Not in labour force 9,Males,2020,Persons,"1,111.90"
Quebec,Non-Indigenous population,Not in labour force 9,Females,2020,Persons,"1,392.10"
Quebec,Non-Indigenous population,Population 5,Both sexes,2021,Persons,"6,959.40"
Quebec,Non-Indigenous population,Population 5,Males,2021,Persons,"3,468.10"
Quebec,Non-Indigenous population,Population 5,Females,2021,Persons,"3,491.20"
Quebec,Non-Indigenous population,Labour force 6,Both sexes,2021,Persons,"4,467.90"
Quebec,Non-Indigenous population,Labour force 6,Males,2021,Persons,"2,360.90"
Quebec,Non-Indigenous population,Labour force 6,Females,2021,Persons,"2,107.10"
Quebec,Non-Indigenous population,Employment 7,Both sexes,2021,Persons,"4,194.70"
Quebec,Non-Indigenous population,Employment 7,Males,2021,Persons,"2,209.50"
Quebec,Non-Indigenous population,Employment 7,Females,2021,Persons,"1,985.20"
Quebec,Non-Indigenous population,Unemployment 8,Both sexes,2021,Persons,273.2
Quebec,Non-Indigenous population,Unemployment 8,Males,2021,Persons,151.4
Quebec,Non-Indigenous population,Unemployment 8,Females,2021,Persons,121.9
Quebec,Non-Indigenous population,Not in labour force 9,Both sexes,2021,Persons,"2,491.40"
Quebec,Non-Indigenous population,Not in labour force 9,Males,2021,Persons,"1,107.30"
Quebec,Non-Indigenous population,Not in labour force 9,Females,2021,Persons,"1,384.20"
Quebec,Non-Indigenous population,Population 5,Both sexes,2022,Persons,"7,013.30"
Quebec,Non-Indigenous population,Population 5,Males,2022,Persons,"3,495.90"
Quebec,Non-Indigenous population,Population 5,Females,2022,Persons,"3,517.40"
Quebec,Non-Indigenous population,Labour force 6,Both sexes,2022,Persons,"4,515.90"
Quebec,Non-Indigenous population,Labour force 6,Males,2022,Persons,"2,376.40"
Quebec,Non-Indigenous population,Labour force 6,Females,2022,Persons,"2,139.50"
Quebec,Non-Indigenous population,Employment 7,Both sexes,2022,Persons,"4,324.00"
Quebec,Non-Indigenous population,Employment 7,Males,2022,Persons,"2,268.90"
Quebec,Non-Indigenous population,Employment 7,Females,2022,Persons,"2,055.10"
Quebec,Non-Indigenous population,Unemployment 8,Both sexes,2022,Persons,191.8
Quebec,Non-Indigenous population,Unemployment 8,Males,2022,Persons,107.5
Quebec,Non-Indigenous population,Unemployment 8,Females,2022,Persons,84.4
Quebec,Non-Indigenous population,Not in labour force 9,Both sexes,2022,Persons,"2,497.40"
Quebec,Non-Indigenous population,Not in labour force 9,Males,2022,Persons,"1,119.50"
Quebec,Non-Indigenous population,Not in labour force 9,Females,2022,Persons,"1,377.90"
Quebec,Non-Indigenous population,Population 5,Both sexes,2023,Persons,"7,112.90"
Quebec,Non-Indigenous population,Population 5,Males,2023,Persons,"3,550.60"
Quebec,Non-Indigenous population,Population 5,Females,2023,Persons,"3,562.30"
Quebec,Non-Indigenous population,Labour force 6,Both sexes,2023,Persons,"4,634.30"
Quebec,Non-Indigenous population,Labour force 6,Males,2023,Persons,"2,435.70"
Quebec,Non-Indigenous population,Labour force 6,Females,2023,Persons,"2,198.60"
Quebec,Non-Indigenous population,Employment 7,Both sexes,2023,Persons,"4,428.90"
Quebec,Non-Indigenous population,Employment 7,Males,2023,Persons,"2,316.70"
Quebec,Non-Indigenous population,Employment 7,Females,2023,Persons,"2,112.20"
Quebec,Non-Indigenous population,Unemployment 8,Both sexes,2023,Persons,205.4
Quebec,Non-Indigenous population,Unemployment 8,Males,2023,Persons,119
Quebec,Non-Indigenous population,Unemployment 8,Females,2023,Persons,86.4
Quebec,Non-Indigenous population,Not in labour force 9,Both sexes,2023,Persons,"2,478.60"
Quebec,Non-Indigenous population,Not in labour force 9,Males,2023,Persons,"1,114.90"
Quebec,Non-Indigenous population,Not in labour force 9,Females,2023,Persons,"1,363.70"
Quebec,Non-Indigenous population,Population 5,Both sexes,2024,Persons,"7,280.50"
Quebec,Non-Indigenous population,Population 5,Males,2024,Persons,"3,646.50"
Quebec,Non-Indigenous population,Population 5,Females,2024,Persons,"3,634.00"
Quebec,Non-Indigenous population,Labour force 6,Both sexes,2024,Persons,"4,700.80"
Quebec,Non-Indigenous population,Labour force 6,Males,2024,Persons,"2,473.30"
Quebec,Non-Indigenous population,Labour force 6,Females,2024,Persons,"2,227.50"
Quebec,Non-Indigenous population,Employment 7,Both sexes,2024,Persons,"4,454.90"
Quebec,Non-Indigenous population,Employment 7,Males,2024,Persons,"2,334.80"
Quebec,Non-Indigenous population,Employment 7,Females,2024,Persons,"2,120.10"
Quebec,Non-Indigenous population,Unemployment 8,Both sexes,2024,Persons,245.9
Quebec,Non-Indigenous population,Unemployment 8,Males,2024,Persons,138.5
Quebec,Non-Indigenous population,Unemployment 8,Females,2024,Persons,107.4
Quebec,Non-Indigenous population,Not in labour force 9,Both sexes,2024,Persons,"2,579.70"
Quebec,Non-Indigenous population,Not in labour force 9,Males,2024,Persons,"1,173.20"
Quebec,Non-Indigenous population,Not in labour force 9,Females,2024,Persons,"1,406.50"
Quebec,Non-Indigenous population,Unemployment rate 10,Both sexes,2020,Percentage,8.9
Quebec,Non-Indigenous population,Unemployment rate 10,Males,2020,Percentage,9
Quebec,Non-Indigenous population,Unemployment rate 10,Females,2020,Percentage,8.8
Quebec,Non-Indigenous population,Participation rate 11,Both sexes,2020,Percentage,63.8
Quebec,Non-Indigenous population,Participation rate 11,Males,2020,Percentage,67.7
Quebec,Non-Indigenous population,Participation rate 11,Females,2020,Percentage,59.9
Quebec,Non-Indigenous population,Employment rate 12,Both sexes,2020,Percentage,58.1
Quebec,Non-Indigenous population,Employment rate 12,Males,2020,Percentage,61.6
Quebec,Non-Indigenous population,Employment rate 12,Females,2020,Percentage,54.7
Quebec,Non-Indigenous population,Unemployment rate 10,Both sexes,2021,Percentage,6.1
Quebec,Non-Indigenous population,Unemployment rate 10,Males,2021,Percentage,6.4
Quebec,Non-Indigenous population,Unemployment rate 10,Females,2021,Percentage,5.8
Quebec,Non-Indigenous population,Participation rate 11,Both sexes,2021,Percentage,64.2
Quebec,Non-Indigenous population,Participation rate 11,Males,2021,Percentage,68.1
Quebec,Non-Indigenous population,Participation rate 11,Females,2021,Percentage,60.4
Quebec,Non-Indigenous population,Employment rate 12,Both sexes,2021,Percentage,60.3
Quebec,Non-Indigenous population,Employment rate 12,Males,2021,Percentage,63.7
Quebec,Non-Indigenous population,Employment rate 12,Females,2021,Percentage,56.9
Quebec,Non-Indigenous population,Unemployment rate 10,Both sexes,2022,Percentage,4.2
Quebec,Non-Indigenous population,Unemployment rate 10,Males,2022,Percentage,4.5
Quebec,Non-Indigenous population,Unemployment rate 10,Females,2022,Percentage,3.9
Quebec,Non-Indigenous population,Participation rate 11,Both sexes,2022,Percentage,64.4
Quebec,Non-Indigenous population,Participation rate 11,Males,2022,Percentage,68
Quebec,Non-Indigenous population,Participation rate 11,Females,2022,Percentage,60.8
Quebec,Non-Indigenous population,Employment rate 12,Both sexes,2022,Percentage,61.7
Quebec,Non-Indigenous population,Employment rate 12,Males,2022,Percentage,64.9
Quebec,Non-Indigenous population,Employment rate 12,Females,2022,Percentage,58.4
Quebec,Non-Indigenous population,Unemployment rate 10,Both sexes,2023,Percentage,4.4
Quebec,Non-Indigenous population,Unemployment rate 10,Males,2023,Percentage,4.9
Quebec,Non-Indigenous population,Unemployment rate 10,Females,2023,Percentage,3.9
Quebec,Non-Indigenous population,Participation rate 11,Both sexes,2023,Percentage,65.2
Quebec,Non-Indigenous population,Participation rate 11,Males,2023,Percentage,68.6
Quebec,Non-Indigenous population,Participation rate 11,Females,2023,Percentage,61.7
Quebec,Non-Indigenous population,Employment rate 12,Both sexes,2023,Percentage,62.3
Quebec,Non-Indigenous population,Employment rate 12,Males,2023,Percentage,65.2
Quebec,Non-Indigenous population,Employment rate 12,Females,2023,Percentage,59.3
Quebec,Non-Indigenous population,Unemployment rate 10,Both sexes,2024,Percentage,5.2
Quebec,Non-Indigenous population,Unemployment rate 10,Males,2024,Percentage,5.6
Quebec,Non-Indigenous population,Unemployment rate 10,Females,2024,Percentage,4.8
Quebec,Non-Indigenous population,Participation rate 11,Both sexes,2024,Percentage,64.6
Quebec,Non-Indigenous population,Participation rate 11,Males,2024,Percentage,67.8
Quebec,Non-Indigenous population,Participation rate 11,Females,2024,Percentage,61.3
Quebec,Non-Indigenous population,Employment rate 12,Both sexes,2024,Percentage,61.2
Quebec,Non-Indigenous population,Employment rate 12,Males,2024,Percentage,64
Quebec,Non-Indigenous population,Employment rate 12,Females,2024,Percentage,58.3
Ontario,Total population,Population 5,Both sexes,2020,Persons,"12,217.70"
Ontario,Total population,Population 5,Males,2020,Persons,"5,998.30"
Ontario,Total population,Population 5,Females,2020,Persons,"6,219.40"
Ontario,Total population,Labour force 6,Both sexes,2020,Persons,"7,779.70"
Ontario,Total population,Labour force 6,Males,2020,Persons,"4,109.80"
Ontario,Total population,Labour force 6,Females,2020,Persons,"3,669.90"
Ontario,Total population,Employment 7,Both sexes,2020,Persons,"7,017.80"
Ontario,Total population,Employment 7,Males,2020,Persons,"3,714.60"
Ontario,Total population,Employment 7,Females,2020,Persons,"3,303.10"
Ontario,Total population,Unemployment 8,Both sexes,2020,Persons,761.9
Ontario,Total population,Unemployment 8,Males,2020,Persons,395.1
Ontario,Total population,Unemployment 8,Females,2020,Persons,366.8
Ontario,Total population,Not in labour force 9,Both sexes,2020,Persons,"4,438.00"
Ontario,Total population,Not in labour force 9,Males,2020,Persons,"1,888.50"
Ontario,Total population,Not in labour force 9,Females,2020,Persons,"2,549.50"
Ontario,Total population,Population 5,Both sexes,2021,Persons,"12,341.00"
Ontario,Total population,Population 5,Males,2021,Persons,"6,059.80"
Ontario,Total population,Population 5,Females,2021,Persons,"6,281.20"
Ontario,Total population,Labour force 6,Both sexes,2021,Persons,"8,041.50"
Ontario,Total population,Labour force 6,Males,2021,Persons,"4,231.20"
Ontario,Total population,Labour force 6,Females,2021,Persons,"3,810.30"
Ontario,Total population,Employment 7,Both sexes,2021,Persons,"7,385.10"
Ontario,Total population,Employment 7,Males,2021,Persons,"3,887.10"
Ontario,Total population,Employment 7,Females,2021,Persons,"3,498.00"
